"","msa.fips","year","total.personal.income"
"new.row.3219","47900",1993,130757757
"new.row.3220","47900",1994,137181331
"new.row.3221","47900",1995,143112220
"new.row.3222","47900",1996,150146938
"new.row.3223","47900",1997,159608954
"new.row.3224","47900",1998,172594054
"new.row.3225","47900",1999,186486991
"new.row.3226","47900",2000,205170588
"new.row.3227","47900",2001,215701616
"new.row.3228","47900",2002,222285759
"new.row.3229","47900",2003,233857742
"new.row.3230","47900",2004,251113205
"new.row.3231","47900",2005,270127759
"new.row.3232","47900",2006,289468563
"new.row.3233","47900",2007,304739001
"new.row.3234","47900",2008,318076685
"new.row.3235","47900",2009,316817061
"new.row.3236","47900",2010,328854391
"new.row.3237","47900",2011,349449425
"new.row.3238","47900",2012,362935225
"new.row.3239","47900",2013,365955254
"new.row.3240","15980",1969,367433
"new.row.3241","15980",1970,429291
"new.row.3242","15980",1971,486382
"new.row.3243","15980",1972,572491
"new.row.3244","15980",1973,705982
"new.row.3245","15980",1974,830374
"new.row.3246","15980",1975,929016
"new.row.3247","15980",1976,1055641
"new.row.3248","15980",1977,1235242
"new.row.3249","15980",1978,1500509
"new.row.3250","15980",1979,1778694
"new.row.3251","15980",1980,2164091
"new.row.3252","15980",1981,2578083
"new.row.3253","15980",1982,2757228
"new.row.3254","15980",1983,3135734
"new.row.3255","15980",1984,3572551
"new.row.3256","15980",1985,4062339
"new.row.3257","15980",1986,4522251
"new.row.3258","15980",1987,5008736
"new.row.3259","15980",1988,5573005
"new.row.3260","15980",1989,6506329
"new.row.3261","15980",1990,6928569
"new.row.3262","15980",1991,7175721
"new.row.3263","15980",1992,7635215
"new.row.3264","15980",1993,8092055
"new.row.3265","15980",1994,8652788
"new.row.3266","15980",1995,9471841
"new.row.3267","15980",1996,10002340
"new.row.3268","15980",1997,10621538
"new.row.3269","15980",1998,11556153
"new.row.3270","15980",1999,12213105
"new.row.3271","15980",2000,13335422
"new.row.3272","15980",2001,14758995
"new.row.3273","15980",2002,15525832
"new.row.3274","15980",2003,16541463
"new.row.3275","15980",2004,18965846
"new.row.3276","15980",2005,21451471
"new.row.3277","15980",2006,24202135
"new.row.3278","15980",2007,25015006
"new.row.3279","15980",2008,25677597
"new.row.3280","15980",2009,24780228
"new.row.3281","15980",2010,25233751
"new.row.3282","15980",2011,26999483
"new.row.3283","15980",2012,27328737
"new.row.3284","15980",2013,28292424
"new.row.3285","18880",1969,347733
"new.row.3286","18880",1970,398131
"new.row.3287","18880",1971,452341
"new.row.3288","18880",1972,513128
"new.row.3289","18880",1973,559760
"new.row.3290","18880",1974,618181
"new.row.3291","18880",1975,692930
"new.row.3292","18880",1976,757618
"new.row.3293","18880",1977,831024
"new.row.3294","18880",1978,951223
"new.row.3295","18880",1979,1044000
"new.row.3296","18880",1980,1158302
"new.row.3297","18880",1981,1354319
"new.row.3298","18880",1982,1482233
"new.row.3299","18880",1983,1638016
"new.row.3300","18880",1984,1840133
"new.row.3301","18880",1985,1999955
"new.row.3302","18880",1986,2175802
"new.row.3303","18880",1987,2365609
"new.row.3304","18880",1988,2569001
"new.row.3305","18880",1989,2816856
"new.row.3306","18880",1990,3060130
"new.row.3307","18880",1991,3268857
"new.row.3308","18880",1992,3565218
"new.row.3309","18880",1993,3810636
"new.row.3310","18880",1994,4003049
"new.row.3311","18880",1995,4329578
"new.row.3312","18880",1996,4607378
"new.row.3313","18880",1997,4905697
"new.row.3314","18880",1998,5198655
"new.row.3315","18880",1999,5530054
"new.row.3316","18880",2000,5827656
"new.row.3317","18880",2001,6194698
"new.row.3318","18880",2002,6866148
"new.row.3319","18880",2003,7373074
"new.row.3320","18880",2004,7924932
"new.row.3321","18880",2005,8681794
"new.row.3322","18880",2006,9342851
"new.row.3323","18880",2007,9663201
"new.row.3324","18880",2008,9745199
"new.row.3325","18880",2009,9319608
"new.row.3326","18880",2010,9690342
"new.row.3327","18880",2011,10187998
"new.row.3328","18880",2012,10735367
"new.row.3329","18880",2013,11046469
"new.row.3330","19660",1969,584563
"new.row.3331","19660",1970,646019
"new.row.3332","19660",1971,721257
"new.row.3333","19660",1972,824740
"new.row.3334","19660",1973,974987
"new.row.3335","19660",1974,1106157
"new.row.3336","19660",1975,1233758
"new.row.3337","19660",1976,1349698
"new.row.3338","19660",1977,1510928
"new.row.3339","19660",1978,1755159
"new.row.3340","19660",1979,2042113
"new.row.3341","19660",1980,2440381
"new.row.3342","19660",1981,2861524
"new.row.3343","19660",1982,3121419
"new.row.3344","19660",1983,3532504
"new.row.3345","19660",1984,3949255
"new.row.3346","19660",1985,4391055
"new.row.3347","19660",1986,4793681
"new.row.3348","19660",1987,5189591
"new.row.3349","19660",1988,5723669
"new.row.3350","19660",1989,6312690
"new.row.3351","19660",1990,6733595
"new.row.3352","19660",1991,6944001
"new.row.3353","19660",1992,7371740
"new.row.3354","19660",1993,7819448
"new.row.3355","19660",1994,8300767
"new.row.3356","19660",1995,8928019
"new.row.3357","19660",1996,9511548
"new.row.3358","19660",1997,10116923
"new.row.3359","19660",1998,10732977
"new.row.3360","19660",1999,11249989
"new.row.3361","19660",2000,12080357
"new.row.3362","19660",2001,12926803
"new.row.3363","19660",2002,13398857
"new.row.3364","19660",2003,14164054
"new.row.3365","19660",2004,15673915
"new.row.3366","19660",2005,16914925
"new.row.3367","19660",2006,18300796
"new.row.3368","19660",2007,19377875
"new.row.3369","19660",2008,19567715
"new.row.3370","19660",2009,18591434
"new.row.3371","19660",2010,19360204
"new.row.3372","19660",2011,20041313
"new.row.3373","19660",2012,20576826
"new.row.3374","19660",2013,20966259
"new.row.3375","23540",1969,310243
"new.row.3376","23540",1970,357698
"new.row.3377","23540",1971,411206
"new.row.3378","23540",1972,488374
"new.row.3379","23540",1973,573481
"new.row.3380","23540",1974,645054
"new.row.3381","23540",1975,720950
"new.row.3382","23540",1976,779279
"new.row.3383","23540",1977,855670
"new.row.3384","23540",1978,981057
"new.row.3385","23540",1979,1107910
"new.row.3386","23540",1980,1276142
"new.row.3387","23540",1981,1453822
"new.row.3388","23540",1982,1603570
"new.row.3389","23540",1983,1786012
"new.row.3390","23540",1984,2009816
"new.row.3391","23540",1985,2224916
"new.row.3392","23540",1986,2383071
"new.row.3393","23540",1987,2562804
"new.row.3394","23540",1988,2796670
"new.row.3395","23540",1989,3097743
"new.row.3396","23540",1990,3313396
"new.row.3397","23540",1991,3484915
"new.row.3398","23540",1992,3702482
"new.row.3399","23540",1993,3930503
"new.row.3400","23540",1994,4133885
"new.row.3401","23540",1995,4414995
"new.row.3402","23540",1996,4625822
"new.row.3403","23540",1997,4903491
"new.row.3404","23540",1998,5223357
"new.row.3405","23540",1999,5451010
"new.row.3406","23540",2000,5799051
"new.row.3407","23540",2001,6136056
"new.row.3408","23540",2002,6321995
"new.row.3409","23540",2003,6564055
"new.row.3410","23540",2004,7410704
"new.row.3411","23540",2005,8005881
"new.row.3412","23540",2006,8619803
"new.row.3413","23540",2007,9047446
"new.row.3414","23540",2008,9359266
"new.row.3415","23540",2009,9029540
"new.row.3416","23540",2010,9418608
"new.row.3417","23540",2011,9922741
"new.row.3418","23540",2012,10026429
"new.row.3419","23540",2013,10255284
"new.row.3420","26140",1969,52222
"new.row.3421","26140",1970,64139
"new.row.3422","26140",1971,77155
"new.row.3423","26140",1972,96244
"new.row.3424","26140",1973,129877
"new.row.3425","26140",1974,144858
"new.row.3426","26140",1975,168704
"new.row.3427","26140",1976,186414
"new.row.3428","26140",1977,216612
"new.row.3429","26140",1978,263336
"new.row.3430","26140",1979,320939
"new.row.3431","26140",1980,398494
"new.row.3432","26140",1981,486447
"new.row.3433","26140",1982,548953
"new.row.3434","26140",1983,627006
"new.row.3435","26140",1984,769349
"new.row.3436","26140",1985,910056
"new.row.3437","26140",1986,985387
"new.row.3438","26140",1987,1083081
"new.row.3439","26140",1988,1196020
"new.row.3440","26140",1989,1358793
"new.row.3441","26140",1990,1456750
"new.row.3442","26140",1991,1539974
"new.row.3443","26140",1992,1640552
"new.row.3444","26140",1993,1737420
"new.row.3445","26140",1994,1862652
"new.row.3446","26140",1995,1946346
"new.row.3447","26140",1996,2070359
"new.row.3448","26140",1997,2243844
"new.row.3449","26140",1998,2398985
"new.row.3450","26140",1999,2569119
"new.row.3451","26140",2000,2777320
"new.row.3452","26140",2001,2907327
"new.row.3453","26140",2002,2999897
"new.row.3454","26140",2003,3162017
"new.row.3455","26140",2004,3408157
"new.row.3456","26140",2005,3774025
"new.row.3457","26140",2006,4105246
"new.row.3458","26140",2007,4381679
"new.row.3459","26140",2008,4489764
"new.row.3460","26140",2009,4389513
"new.row.3461","26140",2010,4512216
"new.row.3462","26140",2011,4668650
"new.row.3463","26140",2012,4727763
"new.row.3464","26140",2013,4788188
"new.row.3465","27260",1969,2303052
"new.row.3466","27260",1970,2573330
"new.row.3467","27260",1971,2846773
"new.row.3468","27260",1972,3195429
"new.row.3469","27260",1973,3579442
"new.row.3470","27260",1974,4041589
"new.row.3471","27260",1975,4432569
"new.row.3472","27260",1976,4737916
"new.row.3473","27260",1977,5171922
"new.row.3474","27260",1978,5786028
"new.row.3475","27260",1979,6360223
"new.row.3476","27260",1980,7248802
"new.row.3477","27260",1981,8256147
"new.row.3478","27260",1982,9043398
"new.row.3479","27260",1983,9902776
"new.row.3480","27260",1984,11155978
"new.row.3481","27260",1985,12286199
"new.row.3482","27260",1986,13351757
"new.row.3483","27260",1987,14415381
"new.row.3484","27260",1988,15582074
"new.row.3485","27260",1989,17078696
"new.row.3486","27260",1990,18391876
"new.row.3487","27260",1991,19068235
"new.row.3488","27260",1992,20213924
"new.row.3489","27260",1993,21433597
"new.row.3490","27260",1994,22612721
"new.row.3491","27260",1995,24331318
"new.row.3492","27260",1996,26134065
"new.row.3493","27260",1997,27824353
"new.row.3494","27260",1998,30273228
"new.row.3495","27260",1999,31620821
"new.row.3496","27260",2000,34521012
"new.row.3497","27260",2001,35627015
"new.row.3498","27260",2002,37141878
"new.row.3499","27260",2003,39519279
"new.row.3500","27260",2004,42706089
"new.row.3501","27260",2005,46550658
"new.row.3502","27260",2006,51163206
"new.row.3503","27260",2007,53209619
"new.row.3504","27260",2008,53835954
"new.row.3505","27260",2009,51327464
"new.row.3506","27260",2010,53291437
"new.row.3507","27260",2011,55671523
"new.row.3508","27260",2012,59083227
"new.row.3509","27260",2013,60175990
"new.row.3510","29460",1969,742367
"new.row.3511","29460",1970,808988
"new.row.3512","29460",1971,900473
"new.row.3513","29460",1972,1034359
"new.row.3514","29460",1973,1202878
"new.row.3515","29460",1974,1387786
"new.row.3516","29460",1975,1572971
"new.row.3517","29460",1976,1694828
"new.row.3518","29460",1977,1908824
"new.row.3519","29460",1978,2206982
"new.row.3520","29460",1979,2519055
"new.row.3521","29460",1980,2988028
"new.row.3522","29460",1981,3303624
"new.row.3523","29460",1982,3448711
"new.row.3524","29460",1983,3769259
"new.row.3525","29460",1984,4128106
"new.row.3526","29460",1985,4479432
"new.row.3527","29460",1986,4784039
"new.row.3528","29460",1987,5185375
"new.row.3529","29460",1988,5724362
"new.row.3530","29460",1989,6304045
"new.row.3531","29460",1990,6602141
"new.row.3532","29460",1991,6854105
"new.row.3533","29460",1992,7259245
"new.row.3534","29460",1993,7669456
"new.row.3535","29460",1994,8303838
"new.row.3536","29460",1995,8946876
"new.row.3537","29460",1996,9497511
"new.row.3538","29460",1997,9861894
"new.row.3539","29460",1998,10844333
"new.row.3540","29460",1999,11405309
"new.row.3541","29460",2000,11935171
"new.row.3542","29460",2001,12552884
"new.row.3543","29460",2002,12880655
"new.row.3544","29460",2003,13677195
"new.row.3545","29460",2004,15193313
"new.row.3546","29460",2005,16781514
"new.row.3547","29460",2006,18111035
"new.row.3548","29460",2007,19095838
"new.row.3549","29460",2008,19484294
"new.row.3550","29460",2009,18743198
"new.row.3551","29460",2010,19849350
"new.row.3552","29460",2011,21281337
"new.row.3553","29460",2012,20729110
"new.row.3554","29460",2013,21427256
"new.row.3555","33100",1969,9408944
"new.row.3556","33100",1970,10819880
"new.row.3557","33100",1971,12082256
"new.row.3558","33100",1972,13860883
"new.row.3559","33100",1973,16183471
"new.row.3560","33100",1974,18258008
"new.row.3561","33100",1975,19651664
"new.row.3562","33100",1976,21346600
"new.row.3563","33100",1977,23884829
"new.row.3564","33100",1978,27543007
"new.row.3565","33100",1979,31801333
"new.row.3566","33100",1980,37463742
"new.row.3567","33100",1981,43412827
"new.row.3568","33100",1982,46245292
"new.row.3569","33100",1983,50887324
"new.row.3570","33100",1984,56099819
"new.row.3571","33100",1985,61173151
"new.row.3572","33100",1986,65505442
"new.row.3573","33100",1987,70991530
"new.row.3574","33100",1988,77245509
"new.row.3575","33100",1989,85884962
"new.row.3576","33100",1990,91367290
"new.row.3577","33100",1991,95016102
"new.row.3578","33100",1992,100077041
"new.row.3579","33100",1993,106262090
"new.row.3580","33100",1994,111038322
"new.row.3581","33100",1995,119007270
"new.row.3582","33100",1996,126288972
"new.row.3583","33100",1997,131794208
"new.row.3584","33100",1998,142223940
"new.row.3585","33100",1999,148653686
"new.row.3586","33100",2000,161203166
"new.row.3587","33100",2001,169963642
"new.row.3588","33100",2002,176551370
"new.row.3589","33100",2003,182024410
"new.row.3590","33100",2004,196696021
"new.row.3591","33100",2005,214122237
"new.row.3592","33100",2006,231512059
"new.row.3593","33100",2007,239756604
"new.row.3594","33100",2008,238873991
"new.row.3595","33100",2009,223940205
"new.row.3596","33100",2010,231910122
"new.row.3597","33100",2011,246901374
"new.row.3598","33100",2012,258276063
"new.row.3599","33100",2013,264463858
"new.row.3600","34940",1969,177237
"new.row.3601","34940",1970,210997
"new.row.3602","34940",1971,251099
"new.row.3603","34940",1972,294132
"new.row.3604","34940",1973,372071
"new.row.3605","34940",1974,432018
"new.row.3606","34940",1975,463997
"new.row.3607","34940",1976,530351
"new.row.3608","34940",1977,627619
"new.row.3609","34940",1978,767214
"new.row.3610","34940",1979,902357
"new.row.3611","34940",1980,1090231
"new.row.3612","34940",1981,1348613
"new.row.3613","34940",1982,1457912
"new.row.3614","34940",1983,1678712
"new.row.3615","34940",1984,1935940
"new.row.3616","34940",1985,2169854
"new.row.3617","34940",1986,2455575
"new.row.3618","34940",1987,2844079
"new.row.3619","34940",1988,3466853
"new.row.3620","34940",1989,3947842
"new.row.3621","34940",1990,4209291
"new.row.3622","34940",1991,4549577
"new.row.3623","34940",1992,5169187
"new.row.3624","34940",1993,5735668
"new.row.3625","34940",1994,6324536
"new.row.3626","34940",1995,6703659
"new.row.3627","34940",1996,7249795
"new.row.3628","34940",1997,8104217
"new.row.3629","34940",1998,8958588
"new.row.3630","34940",1999,9653570
"new.row.3631","34940",2000,10434933
"new.row.3632","34940",2001,11494598
"new.row.3633","34940",2002,11966882
"new.row.3634","34940",2003,12837494
"new.row.3635","34940",2004,15141295
"new.row.3636","34940",2005,17041284
"new.row.3637","34940",2006,19343418
"new.row.3638","34940",2007,20161907
"new.row.3639","34940",2008,20204528
"new.row.3640","34940",2009,17470068
"new.row.3641","34940",2010,18231042
"new.row.3642","34940",2011,19658733
"new.row.3643","34940",2012,21628329
"new.row.3644","34940",2013,22033344
"new.row.3645","35840",1969,868744
"new.row.3646","35840",1970,993586
"new.row.3647","35840",1971,1127568
"new.row.3648","35840",1972,1299541
"new.row.3649","35840",1973,1548683
"new.row.3650","35840",1974,1768157
"new.row.3651","35840",1975,1939637
"new.row.3652","35840",1976,2180555
"new.row.3653","35840",1977,2520099
"new.row.3654","35840",1978,2996227
"new.row.3655","35840",1979,3494811
"new.row.3656","35840",1980,4173835
"new.row.3657","35840",1981,4960526
"new.row.3658","35840",1982,5328202
"new.row.3659","35840",1983,6073916
"new.row.3660","35840",1984,6796053
"new.row.3661","35840",1985,7538062
"new.row.3662","35840",1986,8198229
"new.row.3663","35840",1987,8918347
"new.row.3664","35840",1988,9769153
"new.row.3665","35840",1989,11448414
"new.row.3666","35840",1990,12161046
"new.row.3667","35840",1991,12371405
"new.row.3668","35840",1992,13153906
"new.row.3669","35840",1993,13748203
"new.row.3670","35840",1994,14743868
"new.row.3671","35840",1995,15702108
"new.row.3672","35840",1996,16676104
"new.row.3673","35840",1997,17834738
"new.row.3674","35840",1998,19505001
"new.row.3675","35840",1999,20393913
"new.row.3676","35840",2000,22035388
