"","msa.fips","year","earnings.by.place.of.work"
"new.row.4684","40660",1973,299696
"new.row.4685","40660",1974,325211
"new.row.4686","40660",1975,328185
"new.row.4687","40660",1976,370093
"new.row.4688","40660",1977,407305
"new.row.4689","40660",1978,444059
"new.row.4690","40660",1979,494291
"new.row.4691","40660",1980,524301
"new.row.4692","40660",1981,558996
"new.row.4693","40660",1982,568582
"new.row.4694","40660",1983,607278
"new.row.4695","40660",1984,658645
"new.row.4696","40660",1985,702560
"new.row.4697","40660",1986,762364
"new.row.4698","40660",1987,829275
"new.row.4699","40660",1988,892214
"new.row.4700","40660",1989,942058
"new.row.4701","40660",1990,1013942
"new.row.4702","40660",1991,1076188
"new.row.4703","40660",1992,1173093
"new.row.4704","40660",1993,1213806
"new.row.4705","40660",1994,1302163
"new.row.4706","40660",1995,1309020
"new.row.4707","40660",1996,1388748
"new.row.4708","40660",1997,1430383
"new.row.4709","40660",1998,1477688
"new.row.4710","40660",1999,1580018
"new.row.4711","40660",2000,1606450
"new.row.4712","40660",2001,1713940
"new.row.4713","40660",2002,1794738
"new.row.4714","40660",2003,1871835
"new.row.4715","40660",2004,2011029
"new.row.4716","40660",2005,1932958
"new.row.4717","40660",2006,2057979
"new.row.4718","40660",2007,2065089
"new.row.4719","40660",2008,2124815
"new.row.4720","40660",2009,2068859
"new.row.4721","40660",2010,2078693
"new.row.4722","40660",2011,2083872
"new.row.4723","40660",2012,2132499
"new.row.4724","40660",2013,2175621
"new.row.4725","42340",1969,597135
"new.row.4726","42340",1970,618405
"new.row.4727","42340",1971,643800
"new.row.4728","42340",1972,689760
"new.row.4729","42340",1973,755673
"new.row.4730","42340",1974,820117
"new.row.4731","42340",1975,938613
"new.row.4732","42340",1976,1046299
"new.row.4733","42340",1977,1154690
"new.row.4734","42340",1978,1310169
"new.row.4735","42340",1979,1419460
"new.row.4736","42340",1980,1559246
"new.row.4737","42340",1981,1733863
"new.row.4738","42340",1982,1865688
"new.row.4739","42340",1983,1987448
"new.row.4740","42340",1984,2179021
"new.row.4741","42340",1985,2365199
"new.row.4742","42340",1986,2620069
"new.row.4743","42340",1987,2791761
"new.row.4744","42340",1988,2989206
"new.row.4745","42340",1989,3190716
"new.row.4746","42340",1990,3495325
"new.row.4747","42340",1991,3540903
"new.row.4748","42340",1992,3842662
"new.row.4749","42340",1993,4022994
"new.row.4750","42340",1994,4230638
"new.row.4751","42340",1995,4458870
"new.row.4752","42340",1996,4759664
"new.row.4753","42340",1997,4878926
"new.row.4754","42340",1998,5316883
"new.row.4755","42340",1999,5643949
"new.row.4756","42340",2000,5892660
"new.row.4757","42340",2001,6167005
"new.row.4758","42340",2002,6295691
"new.row.4759","42340",2003,6665392
"new.row.4760","42340",2004,7204150
"new.row.4761","42340",2005,7666219
"new.row.4762","42340",2006,8357545
"new.row.4763","42340",2007,8805452
"new.row.4764","42340",2008,9012396
"new.row.4765","42340",2009,8860042
"new.row.4766","42340",2010,8905576
"new.row.4767","42340",2011,9287284
"new.row.4768","42340",2012,9600024
"new.row.4769","42340",2013,9971121
"new.row.4770","46660",1969,180160
"new.row.4771","46660",1970,199550
"new.row.4772","46660",1971,220133
"new.row.4773","46660",1972,247614
"new.row.4774","46660",1973,271856
"new.row.4775","46660",1974,296601
"new.row.4776","46660",1975,294502
"new.row.4777","46660",1976,333587
"new.row.4778","46660",1977,353071
"new.row.4779","46660",1978,417904
"new.row.4780","46660",1979,458067
"new.row.4781","46660",1980,472408
"new.row.4782","46660",1981,527992
"new.row.4783","46660",1982,576232
"new.row.4784","46660",1983,609609
"new.row.4785","46660",1984,683383
"new.row.4786","46660",1985,737557
"new.row.4787","46660",1986,772499
"new.row.4788","46660",1987,833077
"new.row.4789","46660",1988,910601
"new.row.4790","46660",1989,984146
"new.row.4791","46660",1990,1027730
"new.row.4792","46660",1991,1085855
"new.row.4793","46660",1992,1168760
"new.row.4794","46660",1993,1229995
"new.row.4795","46660",1994,1315249
"new.row.4796","46660",1995,1430936
"new.row.4797","46660",1996,1507528
"new.row.4798","46660",1997,1606374
"new.row.4799","46660",1998,1718542
"new.row.4800","46660",1999,1808284
"new.row.4801","46660",2000,1857285
"new.row.4802","46660",2001,1930951
"new.row.4803","46660",2002,2060339
"new.row.4804","46660",2003,2216183
"new.row.4805","46660",2004,2322243
"new.row.4806","46660",2005,2444596
"new.row.4807","46660",2006,2567360
"new.row.4808","46660",2007,2663345
"new.row.4809","46660",2008,2876462
"new.row.4810","46660",2009,2841781
"new.row.4811","46660",2010,2851182
"new.row.4812","46660",2011,2908115
"new.row.4813","46660",2012,3022176
"new.row.4814","46660",2013,3123799
"new.row.4815","47580",1969,369278
"new.row.4816","47580",1970,418663
"new.row.4817","47580",1971,461062
"new.row.4818","47580",1972,485796
"new.row.4819","47580",1973,526507
"new.row.4820","47580",1974,568520
"new.row.4821","47580",1975,601839
"new.row.4822","47580",1976,632648
"new.row.4823","47580",1977,702149
"new.row.4824","47580",1978,749834
"new.row.4825","47580",1979,797793
"new.row.4826","47580",1980,821977
"new.row.4827","47580",1981,941449
"new.row.4828","47580",1982,1018788
"new.row.4829","47580",1983,1083879
"new.row.4830","47580",1984,1163947
"new.row.4831","47580",1985,1237639
"new.row.4832","47580",1986,1274325
"new.row.4833","47580",1987,1294201
"new.row.4834","47580",1988,1388073
"new.row.4835","47580",1989,1487618
"new.row.4836","47580",1990,1567550
"new.row.4837","47580",1991,1615084
"new.row.4838","47580",1992,1748457
"new.row.4839","47580",1993,1802150
"new.row.4840","47580",1994,1856453
"new.row.4841","47580",1995,1968423
"new.row.4842","47580",1996,2136433
"new.row.4843","47580",1997,2209552
"new.row.4844","47580",1998,2352701
"new.row.4845","47580",1999,2534803
"new.row.4846","47580",2000,2694824
"new.row.4847","47580",2001,2829745
"new.row.4848","47580",2002,3064901
"new.row.4849","47580",2003,3294399
"new.row.4850","47580",2004,3468102
"new.row.4851","47580",2005,3727954
"new.row.4852","47580",2006,3976627
"new.row.4853","47580",2007,4166975
"new.row.4854","47580",2008,4267556
"new.row.4855","47580",2009,4352456
"new.row.4856","47580",2010,4509658
"new.row.4857","47580",2011,4653064
"new.row.4858","47580",2012,4722930
"new.row.4859","47580",2013,4703787
"new.row.4860","27980",1969,141554
"new.row.4861","27980",1970,162050
"new.row.4862","27980",1971,174069
"new.row.4863","27980",1972,188461
"new.row.4864","27980",1973,204145
"new.row.4865","27980",1974,281729
"new.row.4866","27980",1975,289147
"new.row.4867","27980",1976,324112
"new.row.4868","27980",1977,372084
"new.row.4869","27980",1978,414133
"new.row.4870","27980",1979,479751
"new.row.4871","27980",1980,567776
"new.row.4872","27980",1981,567659
"new.row.4873","27980",1982,628936
"new.row.4874","27980",1983,737857
"new.row.4875","27980",1984,775736
"new.row.4876","27980",1985,851973
"new.row.4877","27980",1986,939096
"new.row.4878","27980",1987,1035723
"new.row.4879","27980",1988,1191524
"new.row.4880","27980",1989,1386100
"new.row.4881","27980",1990,1571978
"new.row.4882","27980",1991,1686998
"new.row.4883","27980",1992,1859115
"new.row.4884","27980",1993,1920911
"new.row.4885","27980",1994,2003681
"new.row.4886","27980",1995,2035451
"new.row.4887","27980",1996,2047331
"new.row.4888","27980",1997,2103894
"new.row.4889","27980",1998,2175624
"new.row.4890","27980",1999,2349070
"new.row.4891","27980",2000,2493443
"new.row.4892","27980",2001,2642466
"new.row.4893","27980",2002,2822553
"new.row.4894","27980",2003,3008269
"new.row.4895","27980",2004,3255209
"new.row.4896","27980",2005,3534811
"new.row.4897","27980",2006,3819687
"new.row.4898","27980",2007,3995607
"new.row.4899","27980",2008,4017608
"new.row.4900","27980",2009,3793683
"new.row.4901","27980",2010,3765984
"new.row.4902","27980",2011,3951636
"new.row.4903","27980",2012,4182820
"new.row.4904","27980",2013,4369988
"new.row.4905","46520",1969,2624918
"new.row.4906","46520",1970,2995668
"new.row.4907","46520",1971,3190542
"new.row.4908","46520",1972,3517554
"new.row.4909","46520",1973,3906407
"new.row.4910","46520",1974,4262493
"new.row.4911","46520",1975,4663095
"new.row.4912","46520",1976,5017944
"new.row.4913","46520",1977,5409170
"new.row.4914","46520",1978,5971025
"new.row.4915","46520",1979,6694632
"new.row.4916","46520",1980,7446487
"new.row.4917","46520",1981,8003226
"new.row.4918","46520",1982,8499131
"new.row.4919","46520",1983,9144758
"new.row.4920","46520",1984,9772767
"new.row.4921","46520",1985,10413554
"new.row.4922","46520",1986,11096073
"new.row.4923","46520",1987,11985561
"new.row.4924","46520",1988,13240565
"new.row.4925","46520",1989,14527791
"new.row.4926","46520",1990,16028979
"new.row.4927","46520",1991,16932485
"new.row.4928","46520",1992,18108034
"new.row.4929","46520",1993,18476056
"new.row.4930","46520",1994,18550192
"new.row.4931","46520",1995,18498110
"new.row.4932","46520",1996,18423194
"new.row.4933","46520",1997,18944505
"new.row.4934","46520",1998,19001382
"new.row.4935","46520",1999,19417529
"new.row.4936","46520",2000,20426676
"new.row.4937","46520",2001,21195456
"new.row.4938","46520",2002,22425692
"new.row.4939","46520",2003,23863022
"new.row.4940","46520",2004,25593611
"new.row.4941","46520",2005,27121139
"new.row.4942","46520",2006,28666753
"new.row.4943","46520",2007,29859106
"new.row.4944","46520",2008,30896184
"new.row.4945","46520",2009,30788124
"new.row.4946","46520",2010,31616726
"new.row.4947","46520",2011,33096019
"new.row.4948","46520",2012,34594899
"new.row.4949","46520",2013,35541479
"new.row.4950","14260",1969,556527
"new.row.4951","14260",1970,618836
"new.row.4952","14260",1971,689673
"new.row.4953","14260",1972,796619
"new.row.4954","14260",1973,927521
"new.row.4955","14260",1974,1055686
"new.row.4956","14260",1975,1185930
"new.row.4957","14260",1976,1358390
"new.row.4958","14260",1977,1534152
"new.row.4959","14260",1978,1798147
"new.row.4960","14260",1979,1961736
"new.row.4961","14260",1980,2113746
"new.row.4962","14260",1981,2275523
"new.row.4963","14260",1982,2348687
"new.row.4964","14260",1983,2545421
"new.row.4965","14260",1984,2787857
"new.row.4966","14260",1985,2965326
"new.row.4967","14260",1986,3059746
"new.row.4968","14260",1987,3267685
"new.row.4969","14260",1988,3665554
"new.row.4970","14260",1989,4039295
"new.row.4971","14260",1990,4423767
"new.row.4972","14260",1991,4809420
"new.row.4973","14260",1992,5449371
"new.row.4974","14260",1993,6156324
"new.row.4975","14260",1994,6824272
"new.row.4976","14260",1995,7364498
"new.row.4977","14260",1996,7713623
"new.row.4978","14260",1997,8087085
"new.row.4979","14260",1998,8882331
"new.row.4980","14260",1999,9847899
"new.row.4981","14260",2000,11268931
"new.row.4982","14260",2001,11529468
"new.row.4983","14260",2002,11828010
"new.row.4984","14260",2003,12226658
"new.row.4985","14260",2004,13259060
"new.row.4986","14260",2005,14120329
"new.row.4987","14260",2006,15840229
"new.row.4988","14260",2007,16179278
"new.row.4989","14260",2008,15510926
"new.row.4990","14260",2009,15174039
"new.row.4991","14260",2010,15541861
"new.row.4992","14260",2011,15709995
"new.row.4993","14260",2012,16216536
"new.row.4994","14260",2013,17339410
"new.row.4995","17660",1969,73616
"new.row.4996","17660",1970,76550
"new.row.4997","17660",1971,85909
"new.row.4998","17660",1972,103710
"new.row.4999","17660",1973,117529
"new.row.5000","17660",1974,139261
"new.row.5001","17660",1975,151103
"new.row.5002","17660",1976,180811
"new.row.5003","17660",1977,212783
"new.row.5004","17660",1978,258717
"new.row.5005","17660",1979,293506
"new.row.5006","17660",1980,307289
"new.row.5007","17660",1981,318789
"new.row.5008","17660",1982,313633
"new.row.5009","17660",1983,368165
"new.row.5010","17660",1984,413327
"new.row.5011","17660",1985,430866
"new.row.5012","17660",1986,450142
"new.row.5013","17660",1987,476425
"new.row.5014","17660",1988,531044
"new.row.5015","17660",1989,595997
"new.row.5016","17660",1990,674370
"new.row.5017","17660",1991,740842
"new.row.5018","17660",1992,867337
"new.row.5019","17660",1993,975918
"new.row.5020","17660",1994,1091425
"new.row.5021","17660",1995,1135390
"new.row.5022","17660",1996,1210777
"new.row.5023","17660",1997,1277940
"new.row.5024","17660",1998,1411427
"new.row.5025","17660",1999,1521217
"new.row.5026","17660",2000,1686693
"new.row.5027","17660",2001,1796332
"new.row.5028","17660",2002,1838848
"new.row.5029","17660",2003,1935154
"new.row.5030","17660",2004,2145885
"new.row.5031","17660",2005,2348957
"new.row.5032","17660",2006,2622977
"new.row.5033","17660",2007,2744993
"new.row.5034","17660",2008,2725714
"new.row.5035","17660",2009,2616681
"new.row.5036","17660",2010,2625189
"new.row.5037","17660",2011,2653193
"new.row.5038","17660",2012,2666549
"new.row.5039","17660",2013,2836308
"new.row.5040","26820",1969,210772
"new.row.5041","26820",1970,223654
"new.row.5042","26820",1971,236643
"new.row.5043","26820",1972,268513
"new.row.5044","26820",1973,310916
"new.row.5045","26820",1974,361119
"new.row.5046","26820",1975,382585
"new.row.5047","26820",1976,437145
"new.row.5048","26820",1977,490818
"new.row.5049","26820",1978,558709
"new.row.5050","26820",1979,600087
"new.row.5051","26820",1980,660444
"new.row.5052","26820",1981,708680
"new.row.5053","26820",1982,726119
"new.row.5054","26820",1983,792856
"new.row.5055","26820",1984,859311
"new.row.5056","26820",1985,938901
"new.row.5057","26820",1986,989944
"new.row.5058","26820",1987,1050197
"new.row.5059","26820",1988,1108852
"new.row.5060","26820",1989,1202639
"new.row.5061","26820",1990,1334398
"new.row.5062","26820",1991,1402911
"new.row.5063","26820",1992,1511108
"new.row.5064","26820",1993,1598709
"new.row.5065","26820",1994,1628411
"new.row.5066","26820",1995,1664190
"new.row.5067","26820",1996,1728775
"new.row.5068","26820",1997,1795266
"new.row.5069","26820",1998,1930611
"new.row.5070","26820",1999,2039762
"new.row.5071","26820",2000,2180644
"new.row.5072","26820",2001,2283939
"new.row.5073","26820",2002,2428823
"new.row.5074","26820",2003,2507866
"new.row.5075","26820",2004,2689044
"new.row.5076","26820",2005,2833324
"new.row.5077","26820",2006,3126053
"new.row.5078","26820",2007,3338864
"new.row.5079","26820",2008,3475833
"new.row.5080","26820",2009,3503394
"new.row.5081","26820",2010,3566289
"new.row.5082","26820",2011,3709094
"new.row.5083","26820",2012,3759046
"new.row.5084","26820",2013,3917262
"new.row.5085","30300",1969,118261
"new.row.5086","30300",1970,124275
"new.row.5087","30300",1971,135582
"new.row.5088","30300",1972,155026
"new.row.5089","30300",1973,177709
"new.row.5090","30300",1974,208568
"new.row.5091","30300",1975,220896
"new.row.5092","30300",1976,245553
"new.row.5093","30300",1977,270293
"new.row.5094","30300",1978,306860
"new.row.5095","30300",1979,343188
"new.row.5096","30300",1980,374720
"new.row.5097","30300",1981,391395
"new.row.5098","30300",1982,388632
"new.row.5099","30300",1983,427327
"new.row.5100","30300",1984,436331
"new.row.5101","30300",1985,428482
"new.row.5102","30300",1986,445976
"new.row.5103","30300",1987,465766
"new.row.5104","30300",1988,507043
"new.row.5105","30300",1989,548497
"new.row.5106","30300",1990,600840
"new.row.5107","30300",1991,628259
"new.row.5108","30300",1992,700552
"new.row.5109","30300",1993,766585
"new.row.5110","30300",1994,805256
"new.row.5111","30300",1995,808533
"new.row.5112","30300",1996,853408
"new.row.5113","30300",1997,897042
"new.row.5114","30300",1998,965108
"new.row.5115","30300",1999,1026500
"new.row.5116","30300",2000,1069131
"new.row.5117","30300",2001,1097305
"new.row.5118","30300",2002,1121489
"new.row.5119","30300",2003,1155157
"new.row.5120","30300",2004,1194958
"new.row.5121","30300",2005,1226780
"new.row.5122","30300",2006,1295918
"new.row.5123","30300",2007,1356174
"new.row.5124","30300",2008,1373270
"new.row.5125","30300",2009,1333289
"new.row.5126","30300",2010,1384377
"new.row.5127","30300",2011,1394592
"new.row.5128","30300",2012,1415234
"new.row.5129","30300",2013,1480625
"new.row.5130","30860",1969,91763
"new.row.5131","30860",1970,101391
"new.row.5132","30860",1971,111038
"new.row.5133","30860",1972,127107
"new.row.5134","30860",1973,144409
"new.row.5135","30860",1974,162382
"new.row.5136","30860",1975,175359
"new.row.5137","30860",1976,205125
"new.row.5138","30860",1977,222692
"new.row.5139","30860",1978,255730
"new.row.5140","30860",1979,289198
"new.row.5141","30860",1980,318982
"new.row.5142","30860",1981,339634
"new.row.5143","30860",1982,352557
"new.row.5144","30860",1983,385962
"new.row.5145","30860",1984,427215
"new.row.5146","30860",1985,456632
"new.row.5147","30860",1986,507768
"new.row.5148","30860",1987,556318
"new.row.5149","30860",1988,603022
"new.row.5150","30860",1989,667767
"new.row.5151","30860",1990,731395
"new.row.5152","30860",1991,786897
