"","msa.fips","year","nonfarm.personal.income"
"new.row.833","39140",2010,6218783
"new.row.834","39140",2011,6441202
"new.row.835","39140",2012,6716687
"new.row.836","43420",1969,227822
"new.row.837","43420",1970,251141
"new.row.838","43420",1971,300438
"new.row.839","43420",1972,338600
"new.row.840","43420",1973,377808
"new.row.841","43420",1974,406975
"new.row.842","43420",1975,428210
"new.row.843","43420",1976,461915
"new.row.844","43420",1977,512836
"new.row.845","43420",1978,579928
"new.row.846","43420",1979,631782
"new.row.847","43420",1980,718174
"new.row.848","43420",1981,796458
"new.row.849","43420",1982,839171
"new.row.850","43420",1983,911016
"new.row.851","43420",1984,1011784
"new.row.852","43420",1985,1064581
"new.row.853","43420",1986,1126811
"new.row.854","43420",1987,1201954
"new.row.855","43420",1988,1254757
"new.row.856","43420",1989,1330767
"new.row.857","43420",1990,1412240
"new.row.858","43420",1991,1497642
"new.row.859","43420",1992,1616104
"new.row.860","43420",1993,1685912
"new.row.861","43420",1994,1801706
"new.row.862","43420",1995,1874726
"new.row.863","43420",1996,1959368
"new.row.864","43420",1997,2040863
"new.row.865","43420",1998,2197077
"new.row.866","43420",1999,2284833
"new.row.867","43420",2000,2458672
"new.row.868","43420",2001,2643614
"new.row.869","43420",2002,2793008
"new.row.870","43420",2003,3013845
"new.row.871","43420",2004,3312893
"new.row.872","43420",2005,3617282
"new.row.873","43420",2006,3891412
"new.row.874","43420",2007,4195556
"new.row.875","43420",2008,4345942
"new.row.876","43420",2009,4547100
"new.row.877","43420",2010,4637449
"new.row.878","43420",2011,4773048
"new.row.879","43420",2012,4786235
"new.row.880","46060",1969,1243227
"new.row.881","46060",1970,1433823
"new.row.882","46060",1971,1654823
"new.row.883","46060",1972,1879061
"new.row.884","46060",1973,2129682
"new.row.885","46060",1974,2383361
"new.row.886","46060",1975,2603551
"new.row.887","46060",1976,2849220
"new.row.888","46060",1977,3161412
"new.row.889","46060",1978,3644985
"new.row.890","46060",1979,4284816
"new.row.891","46060",1980,4933029
"new.row.892","46060",1981,5737793
"new.row.893","46060",1982,6088419
"new.row.894","46060",1983,6613788
"new.row.895","46060",1984,7274645
"new.row.896","46060",1985,7957603
"new.row.897","46060",1986,8655671
"new.row.898","46060",1987,9198181
"new.row.899","46060",1988,9808581
"new.row.900","46060",1989,10563587
"new.row.901","46060",1990,10884573
"new.row.902","46060",1991,11507512
"new.row.903","46060",1992,12187389
"new.row.904","46060",1993,13322922
"new.row.905","46060",1994,14480060
"new.row.906","46060",1995,15418291
"new.row.907","46060",1996,16414772
"new.row.908","46060",1997,17371896
"new.row.909","46060",1998,18850991
"new.row.910","46060",1999,19939602
"new.row.911","46060",2000,21419605
"new.row.912","46060",2001,22229449
"new.row.913","46060",2002,22792460
"new.row.914","46060",2003,23957396
"new.row.915","46060",2004,26136183
"new.row.916","46060",2005,28941370
"new.row.917","46060",2006,31865842
"new.row.918","46060",2007,33557792
"new.row.919","46060",2008,35247369
"new.row.920","46060",2009,33562086
"new.row.921","46060",2010,33757431
"new.row.922","46060",2011,34914649
"new.row.923","46060",2012,36047515
"new.row.924","49740",1969,171352
"new.row.925","49740",1970,205767
"new.row.926","49740",1971,244877
"new.row.927","49740",1972,262390
"new.row.928","49740",1973,292664
"new.row.929","49740",1974,332092
"new.row.930","49740",1975,381039
"new.row.931","49740",1976,426325
"new.row.932","49740",1977,456872
"new.row.933","49740",1978,514806
"new.row.934","49740",1979,597641
"new.row.935","49740",1980,673411
"new.row.936","49740",1981,755832
"new.row.937","49740",1982,795502
"new.row.938","49740",1983,790769
"new.row.939","49740",1984,886255
"new.row.940","49740",1985,947170
"new.row.941","49740",1986,1049959
"new.row.942","49740",1987,1128562
"new.row.943","49740",1988,1194909
"new.row.944","49740",1989,1309279
"new.row.945","49740",1990,1392059
"new.row.946","49740",1991,1509820
"new.row.947","49740",1992,1646004
"new.row.948","49740",1993,1726017
"new.row.949","49740",1994,1853668
"new.row.950","49740",1995,1966530
"new.row.951","49740",1996,2062559
"new.row.952","49740",1997,2225968
"new.row.953","49740",1998,2376531
"new.row.954","49740",1999,2488530
"new.row.955","49740",2000,2615857
"new.row.956","49740",2001,2807089
"new.row.957","49740",2002,3006679
"new.row.958","49740",2003,3279071
"new.row.959","49740",2004,3605687
"new.row.960","49740",2005,3904941
"new.row.961","49740",2006,4253066
"new.row.962","49740",2007,4568941
"new.row.963","49740",2008,4833754
"new.row.964","49740",2009,4947792
"new.row.965","49740",2010,5012101
"new.row.966","49740",2011,5111960
"new.row.967","49740",2012,5243418
"new.row.968","22220",1969,354818
"new.row.969","22220",1970,401887
"new.row.970","22220",1971,451247
"new.row.971","22220",1972,515383
"new.row.972","22220",1973,592896
"new.row.973","22220",1974,682529
"new.row.974","22220",1975,763343
"new.row.975","22220",1976,883422
"new.row.976","22220",1977,1007412
"new.row.977","22220",1978,1155377
"new.row.978","22220",1979,1312262
"new.row.979","22220",1980,1499596
"new.row.980","22220",1981,1703000
"new.row.981","22220",1982,1821438
"new.row.982","22220",1983,2009161
"new.row.983","22220",1984,2242165
"new.row.984","22220",1985,2442702
"new.row.985","22220",1986,2649851
"new.row.986","22220",1987,2852171
"new.row.987","22220",1988,3124513
"new.row.988","22220",1989,3416607
"new.row.989","22220",1990,3653278
"new.row.990","22220",1991,3924360
"new.row.991","22220",1992,4374640
"new.row.992","22220",1993,4749351
"new.row.993","22220",1994,5162247
"new.row.994","22220",1995,5623018
"new.row.995","22220",1996,6004315
"new.row.996","22220",1997,6387835
"new.row.997","22220",1998,6931807
"new.row.998","22220",1999,7425625
"new.row.999","22220",2000,8043110
"new.row.1000","22220",2001,8674375
"new.row.1001","22220",2002,9264786
"new.row.1002","22220",2003,9926269
"new.row.1003","22220",2004,10893440
"new.row.1004","22220",2005,11899180
"new.row.1005","22220",2006,13138359
"new.row.1006","22220",2007,14054340
"new.row.1007","22220",2008,14510414
"new.row.1008","22220",2009,14467903
"new.row.1009","22220",2010,15117793
"new.row.1010","22220",2011,16354614
"new.row.1011","22220",2012,17293938
"new.row.1012","22900",1969,414541
"new.row.1013","22900",1970,455989
"new.row.1014","22900",1971,511240
"new.row.1015","22900",1972,569440
"new.row.1016","22900",1973,642735
"new.row.1017","22900",1974,745978
"new.row.1018","22900",1975,837094
"new.row.1019","22900",1976,943974
"new.row.1020","22900",1977,1071040
"new.row.1021","22900",1978,1218477
"new.row.1022","22900",1979,1356373
"new.row.1023","22900",1980,1535753
"new.row.1024","22900",1981,1729697
"new.row.1025","22900",1982,1822012
"new.row.1026","22900",1983,1963325
"new.row.1027","22900",1984,2178156
"new.row.1028","22900",1985,2335232
"new.row.1029","22900",1986,2475402
"new.row.1030","22900",1987,2630337
"new.row.1031","22900",1988,2798099
"new.row.1032","22900",1989,2955302
"new.row.1033","22900",1990,3114894
"new.row.1034","22900",1991,3265405
"new.row.1035","22900",1992,3585860
"new.row.1036","22900",1993,3726954
"new.row.1037","22900",1994,4013506
"new.row.1038","22900",1995,4267815
"new.row.1039","22900",1996,4478152
"new.row.1040","22900",1997,4715328
"new.row.1041","22900",1998,5028697
"new.row.1042","22900",1999,5241944
"new.row.1043","22900",2000,5649796
"new.row.1044","22900",2001,5934316
"new.row.1045","22900",2002,6023818
"new.row.1046","22900",2003,6288159
"new.row.1047","22900",2004,6665410
"new.row.1048","22900",2005,7141849
"new.row.1049","22900",2006,7782766
"new.row.1050","22900",2007,8140203
"new.row.1051","22900",2008,8641042
"new.row.1052","22900",2009,8420869
"new.row.1053","22900",2010,8516107
"new.row.1054","22900",2011,9121685
"new.row.1055","22900",2012,9460041
"new.row.1056","26300",1969,153061
"new.row.1057","26300",1970,173648
"new.row.1058","26300",1971,200992
"new.row.1059","26300",1972,227538
"new.row.1060","26300",1973,259225
"new.row.1061","26300",1974,298713
"new.row.1062","26300",1975,324966
"new.row.1063","26300",1976,369525
"new.row.1064","26300",1977,417947
"new.row.1065","26300",1978,470565
"new.row.1066","26300",1979,525350
"new.row.1067","26300",1980,603196
"new.row.1068","26300",1981,678767
"new.row.1069","26300",1982,731588
"new.row.1070","26300",1983,771220
"new.row.1071","26300",1984,841081
"new.row.1072","26300",1985,901042
"new.row.1073","26300",1986,946301
"new.row.1074","26300",1987,982730
"new.row.1075","26300",1988,1035260
"new.row.1076","26300",1989,1144874
"new.row.1077","26300",1990,1214330
"new.row.1078","26300",1991,1285337
"new.row.1079","26300",1992,1404767
"new.row.1080","26300",1993,1517317
"new.row.1081","26300",1994,1607985
"new.row.1082","26300",1995,1711615
"new.row.1083","26300",1996,1805900
"new.row.1084","26300",1997,1913761
"new.row.1085","26300",1998,2032214
"new.row.1086","26300",1999,2077016
"new.row.1087","26300",2000,2187292
"new.row.1088","26300",2001,2260052
"new.row.1089","26300",2002,2279124
"new.row.1090","26300",2003,2360121
"new.row.1091","26300",2004,2500989
"new.row.1092","26300",2005,2696162
"new.row.1093","26300",2006,2941712
"new.row.1094","26300",2007,3112067
"new.row.1095","26300",2008,3159383
"new.row.1096","26300",2009,3134169
"new.row.1097","26300",2010,3186693
"new.row.1098","26300",2011,3413470
"new.row.1099","26300",2012,3561601
"new.row.1100","27860",1969,175971
"new.row.1101","27860",1970,189510
"new.row.1102","27860",1971,213164
"new.row.1103","27860",1972,242178
"new.row.1104","27860",1973,268932
"new.row.1105","27860",1974,304415
"new.row.1106","27860",1975,355871
"new.row.1107","27860",1976,402324
"new.row.1108","27860",1977,446605
"new.row.1109","27860",1978,503824
"new.row.1110","27860",1979,562097
"new.row.1111","27860",1980,620691
"new.row.1112","27860",1981,669424
"new.row.1113","27860",1982,715450
"new.row.1114","27860",1983,763051
"new.row.1115","27860",1984,842516
"new.row.1116","27860",1985,899915
"new.row.1117","27860",1986,952303
"new.row.1118","27860",1987,1009934
"new.row.1119","27860",1988,1080285
"new.row.1120","27860",1989,1174949
"new.row.1121","27860",1990,1247713
"new.row.1122","27860",1991,1312510
"new.row.1123","27860",1992,1431205
"new.row.1124","27860",1993,1512062
"new.row.1125","27860",1994,1582981
"new.row.1126","27860",1995,1707987
"new.row.1127","27860",1996,1803354
"new.row.1128","27860",1997,1901895
"new.row.1129","27860",1998,2038717
"new.row.1130","27860",1999,2165736
"new.row.1131","27860",2000,2285812
"new.row.1132","27860",2001,2368033
"new.row.1133","27860",2002,2496446
"new.row.1134","27860",2003,2605696
"new.row.1135","27860",2004,2722870
"new.row.1136","27860",2005,2900055
"new.row.1137","27860",2006,3077237
"new.row.1138","27860",2007,3256925
"new.row.1139","27860",2008,3453991
"new.row.1140","27860",2009,3494115
"new.row.1141","27860",2010,3595441
"new.row.1142","27860",2011,3890846
"new.row.1143","27860",2012,4070290
"new.row.1144","30780",1969,1303390
"new.row.1145","30780",1970,1423518
"new.row.1146","30780",1971,1610169
"new.row.1147","30780",1972,1820086
"new.row.1148","30780",1973,2058772
"new.row.1149","30780",1974,2342425
"new.row.1150","30780",1975,2635295
"new.row.1151","30780",1976,2942670
"new.row.1152","30780",1977,3249382
"new.row.1153","30780",1978,3685431
"new.row.1154","30780",1979,4127845
"new.row.1155","30780",1980,4615835
"new.row.1156","30780",1981,5068233
"new.row.1157","30780",1982,5446192
"new.row.1158","30780",1983,5896140
"new.row.1159","30780",1984,6427486
"new.row.1160","30780",1985,6968300
"new.row.1161","30780",1986,7424887
"new.row.1162","30780",1987,7701992
"new.row.1163","30780",1988,8127233
"new.row.1164","30780",1989,8805177
"new.row.1165","30780",1990,9375493
"new.row.1166","30780",1991,9944630
"new.row.1167","30780",1992,10796358
"new.row.1168","30780",1993,11342008
"new.row.1169","30780",1994,11956862
"new.row.1170","30780",1995,12756231
"new.row.1171","30780",1996,13579655
"new.row.1172","30780",1997,14247044
"new.row.1173","30780",1998,15276789
"new.row.1174","30780",1999,15929498
"new.row.1175","30780",2000,16896239
"new.row.1176","30780",2001,17695956
"new.row.1177","30780",2002,18423836
"new.row.1178","30780",2003,19283719
"new.row.1179","30780",2004,20461344
"new.row.1180","30780",2005,21890420
"new.row.1181","30780",2006,23614696
"new.row.1182","30780",2007,25532812
"new.row.1183","30780",2008,26536161
"new.row.1184","30780",2009,26293889
"new.row.1185","30780",2010,26671178
"new.row.1186","30780",2011,28617732
"new.row.1187","30780",2012,29804942
"new.row.1188","32820",1969,2895592
"new.row.1189","32820",1970,3166746
"new.row.1190","32820",1971,3561278
"new.row.1191","32820",1972,4043511
"new.row.1192","32820",1973,4476224
"new.row.1193","32820",1974,5001997
"new.row.1194","32820",1975,5438469
"new.row.1195","32820",1976,5896472
"new.row.1196","32820",1977,6468549
"new.row.1197","32820",1978,7317789
"new.row.1198","32820",1979,8182408
"new.row.1199","32820",1980,9144811
"new.row.1200","32820",1981,9965524
"new.row.1201","32820",1982,10532433
"new.row.1202","32820",1983,11355223
"new.row.1203","32820",1984,12531054
"new.row.1204","32820",1985,13425619
"new.row.1205","32820",1986,14319581
"new.row.1206","32820",1987,15421881
"new.row.1207","32820",1988,16687933
"new.row.1208","32820",1989,18202052
"new.row.1209","32820",1990,19244149
"new.row.1210","32820",1991,20051080
"new.row.1211","32820",1992,21643811
"new.row.1212","32820",1993,23055824
"new.row.1213","32820",1994,24770059
"new.row.1214","32820",1995,26649260
"new.row.1215","32820",1996,28213436
"new.row.1216","32820",1997,29815273
"new.row.1217","32820",1998,33435369
"new.row.1218","32820",1999,34586137
"new.row.1219","32820",2000,36012764
"new.row.1220","32820",2001,38415337
"new.row.1221","32820",2002,39413189
"new.row.1222","32820",2003,40665178
"new.row.1223","32820",2004,42610456
"new.row.1224","32820",2005,43972410
"new.row.1225","32820",2006,46408064
"new.row.1226","32820",2007,48219732
"new.row.1227","32820",2008,48897704
"new.row.1228","32820",2009,47701101
"new.row.1229","32820",2010,48984789
"new.row.1230","32820",2011,51342582
"new.row.1231","32820",2012,53841728
"new.row.1232","38220",1969,255085
"new.row.1233","38220",1970,271902
"new.row.1234","38220",1971,297036
"new.row.1235","38220",1972,323552
"new.row.1236","38220",1973,361452
"new.row.1237","38220",1974,407278
"new.row.1238","38220",1975,443724
"new.row.1239","38220",1976,495577
"new.row.1240","38220",1977,552833
"new.row.1241","38220",1978,631717
"new.row.1242","38220",1979,713573
"new.row.1243","38220",1980,809309
"new.row.1244","38220",1981,866830
"new.row.1245","38220",1982,894151
"new.row.1246","38220",1983,953600
"new.row.1247","38220",1984,1021184
"new.row.1248","38220",1985,1076028
"new.row.1249","38220",1986,1160763
"new.row.1250","38220",1987,1169116
"new.row.1251","38220",1988,1241261
"new.row.1252","38220",1989,1321710
"new.row.1253","38220",1990,1389942
"new.row.1254","38220",1991,1413815
"new.row.1255","38220",1992,1508111
"new.row.1256","38220",1993,1593703
"new.row.1257","38220",1994,1627766
"new.row.1258","38220",1995,1716474
"new.row.1259","38220",1996,1765200
"new.row.1260","38220",1997,1818772
"new.row.1261","38220",1998,1917135
"new.row.1262","38220",1999,1947514
"new.row.1263","38220",2000,2052081
"new.row.1264","38220",2001,2138279
"new.row.1265","38220",2002,2228141
"new.row.1266","38220",2003,2301839
"new.row.1267","38220",2004,2417354
"new.row.1268","38220",2005,2497364
"new.row.1269","38220",2006,2610645
"new.row.1270","38220",2007,2703952
"new.row.1271","38220",2008,2777311
"new.row.1272","38220",2009,2833768
"new.row.1273","38220",2010,2897955
"new.row.1274","38220",2011,2994533
"new.row.1275","38220",2012,3072114
"new.row.1276","45500",1969,349691
"new.row.1277","45500",1970,364352
"new.row.1278","45500",1971,390866
"new.row.1279","45500",1972,437680
"new.row.1280","45500",1973,482716
"new.row.1281","45500",1974,540348
