"","msa.fips","year","personal.current.transfer.receipts"
"new.row.4200","45540",1984,6121
"new.row.4201","45540",1985,7235
"new.row.4202","45540",1986,7945
"new.row.4203","45540",1987,8436
"new.row.4204","45540",1988,9872
"new.row.4205","45540",1989,11208
"new.row.4206","45540",1990,10933
"new.row.4207","45540",1991,11508
"new.row.4208","45540",1992,12353
"new.row.4209","45540",1993,13119
"new.row.4210","45540",1994,14358
"new.row.4211","45540",1995,16025
"new.row.4212","45540",1996,17435
"new.row.4213","45540",1997,18818
"new.row.4214","45540",1998,19485
"new.row.4215","45540",1999,21079
"new.row.4216","45540",2000,21913
"new.row.4217","45540",2001,26086
"new.row.4218","45540",2002,27522
"new.row.4219","45540",2003,32869
"new.row.4220","45540",2004,36847
"new.row.4221","45540",2005,45392
"new.row.4222","45540",2006,69055
"new.row.4223","45540",2007,77037
"new.row.4224","45540",2008,85641
"new.row.4225","45540",2009,93180
"new.row.4226","45540",2010,102278
"new.row.4227","45540",2011,99801
"new.row.4228","45540",2012,105252
"new.row.4229","45540",2013,138133
"new.row.4230","10500",1969,8074
"new.row.4231","10500",1970,9108
"new.row.4232","10500",1971,10526
"new.row.4233","10500",1972,12797
"new.row.4234","10500",1973,16823
"new.row.4235","10500",1974,18334
"new.row.4236","10500",1975,18840
"new.row.4237","10500",1976,20700
"new.row.4238","10500",1977,23267
"new.row.4239","10500",1978,27615
"new.row.4240","10500",1979,33392
"new.row.4241","10500",1980,37426
"new.row.4242","10500",1981,44840
"new.row.4243","10500",1982,47858
"new.row.4244","10500",1983,51230
"new.row.4245","10500",1984,56597
"new.row.4246","10500",1985,63383
"new.row.4247","10500",1986,66095
"new.row.4248","10500",1987,67632
"new.row.4249","10500",1988,74861
"new.row.4250","10500",1989,80442
"new.row.4251","10500",1990,85718
"new.row.4252","10500",1991,91597
"new.row.4253","10500",1992,94797
"new.row.4254","10500",1993,101381
"new.row.4255","10500",1994,112347
"new.row.4256","10500",1995,120210
"new.row.4257","10500",1996,126552
"new.row.4258","10500",1997,128852
"new.row.4259","10500",1998,132238
"new.row.4260","10500",1999,135281
"new.row.4261","10500",2000,138406
"new.row.4262","10500",2001,145433
"new.row.4263","10500",2002,148940
"new.row.4264","10500",2003,154000
"new.row.4265","10500",2004,161860
"new.row.4266","10500",2005,168458
"new.row.4267","10500",2006,176461
"new.row.4268","10500",2007,179399
"new.row.4269","10500",2008,186859
"new.row.4270","10500",2009,186572
"new.row.4271","10500",2010,188241
"new.row.4272","10500",2011,150556
"new.row.4273","10500",2012,151933
"new.row.4274","10500",2013,196004
"new.row.4275","12020",1969,6895
"new.row.4276","12020",1970,7650
"new.row.4277","12020",1971,8801
"new.row.4278","12020",1972,10350
"new.row.4279","12020",1973,13337
"new.row.4280","12020",1974,15839
"new.row.4281","12020",1975,16229
"new.row.4282","12020",1976,18450
"new.row.4283","12020",1977,20453
"new.row.4284","12020",1978,23623
"new.row.4285","12020",1979,27157
"new.row.4286","12020",1980,29794
"new.row.4287","12020",1981,35868
"new.row.4288","12020",1982,38388
"new.row.4289","12020",1983,43657
"new.row.4290","12020",1984,47821
"new.row.4291","12020",1985,54900
"new.row.4292","12020",1986,61125
"new.row.4293","12020",1987,65950
"new.row.4294","12020",1988,75617
"new.row.4295","12020",1989,82711
"new.row.4296","12020",1990,88824
"new.row.4297","12020",1991,92418
"new.row.4298","12020",1992,97019
"new.row.4299","12020",1993,103727
"new.row.4300","12020",1994,112096
"new.row.4301","12020",1995,121051
"new.row.4302","12020",1996,127991
"new.row.4303","12020",1997,132788
"new.row.4304","12020",1998,140830
"new.row.4305","12020",1999,148308
"new.row.4306","12020",2000,152144
"new.row.4307","12020",2001,159905
"new.row.4308","12020",2002,167220
"new.row.4309","12020",2003,175794
"new.row.4310","12020",2004,185393
"new.row.4311","12020",2005,195037
"new.row.4312","12020",2006,211630
"new.row.4313","12020",2007,213822
"new.row.4314","12020",2008,236540
"new.row.4315","12020",2009,233092
"new.row.4316","12020",2010,235043
"new.row.4317","12020",2011,189215
"new.row.4318","12020",2012,193898
"new.row.4319","12020",2013,256968
"new.row.4320","12060",1969,205209
"new.row.4321","12060",1970,220784
"new.row.4322","12060",1971,252447
"new.row.4323","12060",1972,299612
"new.row.4324","12060",1973,391841
"new.row.4325","12060",1974,443892
"new.row.4326","12060",1975,453300
"new.row.4327","12060",1976,503806
"new.row.4328","12060",1977,568188
"new.row.4329","12060",1978,662978
"new.row.4330","12060",1979,783134
"new.row.4331","12060",1980,894980
"new.row.4332","12060",1981,1086598
"new.row.4333","12060",1982,1202784
"new.row.4334","12060",1983,1349116
"new.row.4335","12060",1984,1576176
"new.row.4336","12060",1985,1872704
"new.row.4337","12060",1986,2118546
"new.row.4338","12060",1987,2320797
"new.row.4339","12060",1988,2602246
"new.row.4340","12060",1989,2782205
"new.row.4341","12060",1990,2992555
"new.row.4342","12060",1991,3163953
"new.row.4343","12060",1992,3424603
"new.row.4344","12060",1993,3704859
"new.row.4345","12060",1994,4039769
"new.row.4346","12060",1995,4400212
"new.row.4347","12060",1996,4762593
"new.row.4348","12060",1997,5126318
"new.row.4349","12060",1998,5662773
"new.row.4350","12060",1999,6218033
"new.row.4351","12060",2000,6753678
"new.row.4352","12060",2001,7019394
"new.row.4353","12060",2002,7132981
"new.row.4354","12060",2003,7294460
"new.row.4355","12060",2004,7699962
"new.row.4356","12060",2005,8116137
"new.row.4357","12060",2006,8683975
"new.row.4358","12060",2007,9083994
"new.row.4359","12060",2008,9396754
"new.row.4360","12060",2009,9068568
"new.row.4361","12060",2010,9210572
"new.row.4362","12060",2011,7441633
"new.row.4363","12060",2012,7714190
"new.row.4364","12060",2013,10407199
"new.row.4365","12260",1969,29048
"new.row.4366","12260",1970,28706
"new.row.4367","12260",1971,32033
"new.row.4368","12260",1972,36149
"new.row.4369","12260",1973,45805
"new.row.4370","12260",1974,53002
"new.row.4371","12260",1975,54999
"new.row.4372","12260",1976,63856
"new.row.4373","12260",1977,70878
"new.row.4374","12260",1978,81069
"new.row.4375","12260",1979,94711
"new.row.4376","12260",1980,105364
"new.row.4377","12260",1981,126363
"new.row.4378","12260",1982,146482
"new.row.4379","12260",1983,160917
"new.row.4380","12260",1984,186591
"new.row.4381","12260",1985,217624
"new.row.4382","12260",1986,242272
"new.row.4383","12260",1987,248008
"new.row.4384","12260",1988,275634
"new.row.4385","12260",1989,307514
"new.row.4386","12260",1990,343158
"new.row.4387","12260",1991,357352
"new.row.4388","12260",1992,378477
"new.row.4389","12260",1993,391889
"new.row.4390","12260",1994,408854
"new.row.4391","12260",1995,421829
"new.row.4392","12260",1996,424288
"new.row.4393","12260",1997,439107
"new.row.4394","12260",1998,464854
"new.row.4395","12260",1999,485899
"new.row.4396","12260",2000,500061
"new.row.4397","12260",2001,528271
"new.row.4398","12260",2002,551036
"new.row.4399","12260",2003,577024
"new.row.4400","12260",2004,609676
"new.row.4401","12260",2005,634142
"new.row.4402","12260",2006,667725
"new.row.4403","12260",2007,686833
"new.row.4404","12260",2008,730571
"new.row.4405","12260",2009,731441
"new.row.4406","12260",2010,758132
"new.row.4407","12260",2011,616105
"new.row.4408","12260",2012,626800
"new.row.4409","12260",2013,808481
"new.row.4410","15260",1969,4979
"new.row.4411","15260",1970,5546
"new.row.4412","15260",1971,6556
"new.row.4413","15260",1972,7480
"new.row.4414","15260",1973,9108
"new.row.4415","15260",1974,10105
"new.row.4416","15260",1975,9864
"new.row.4417","15260",1976,11369
"new.row.4418","15260",1977,12746
"new.row.4419","15260",1978,14548
"new.row.4420","15260",1979,17112
"new.row.4421","15260",1980,19160
"new.row.4422","15260",1981,22274
"new.row.4423","15260",1982,23430
"new.row.4424","15260",1983,25024
"new.row.4425","15260",1984,28029
"new.row.4426","15260",1985,32884
"new.row.4427","15260",1986,36019
"new.row.4428","15260",1987,38144
"new.row.4429","15260",1988,43137
"new.row.4430","15260",1989,47025
"new.row.4431","15260",1990,49411
"new.row.4432","15260",1991,51947
"new.row.4433","15260",1992,55408
"new.row.4434","15260",1993,59086
"new.row.4435","15260",1994,63299
"new.row.4436","15260",1995,68357
"new.row.4437","15260",1996,71579
"new.row.4438","15260",1997,74345
"new.row.4439","15260",1998,78461
"new.row.4440","15260",1999,81242
"new.row.4441","15260",2000,84580
"new.row.4442","15260",2001,86476
"new.row.4443","15260",2002,91182
"new.row.4444","15260",2003,97024
"new.row.4445","15260",2004,106051
"new.row.4446","15260",2005,111475
"new.row.4447","15260",2006,123391
"new.row.4448","15260",2007,125080
"new.row.4449","15260",2008,134099
"new.row.4450","15260",2009,129290
"new.row.4451","15260",2010,127356
"new.row.4452","15260",2011,103747
"new.row.4453","15260",2012,105996
"new.row.4454","15260",2013,136311
"new.row.4455","16860",1969,36700
"new.row.4456","16860",1970,38427
"new.row.4457","16860",1971,43087
"new.row.4458","16860",1972,50682
"new.row.4459","16860",1973,65012
"new.row.4460","16860",1974,72538
"new.row.4461","16860",1975,74513
"new.row.4462","16860",1976,82657
"new.row.4463","16860",1977,90804
"new.row.4464","16860",1978,103763
"new.row.4465","16860",1979,117929
"new.row.4466","16860",1980,125917
"new.row.4467","16860",1981,147151
"new.row.4468","16860",1982,156312
"new.row.4469","16860",1983,166109
"new.row.4470","16860",1984,182501
"new.row.4471","16860",1985,205489
"new.row.4472","16860",1986,228123
"new.row.4473","16860",1987,250989
"new.row.4474","16860",1988,283318
"new.row.4475","16860",1989,305499
"new.row.4476","16860",1990,324021
"new.row.4477","16860",1991,340087
"new.row.4478","16860",1992,357645
"new.row.4479","16860",1993,385917
"new.row.4480","16860",1994,414045
"new.row.4481","16860",1995,441410
"new.row.4482","16860",1996,459693
"new.row.4483","16860",1997,488874
"new.row.4484","16860",1998,508887
"new.row.4485","16860",1999,549936
"new.row.4486","16860",2000,576538
"new.row.4487","16860",2001,592433
"new.row.4488","16860",2002,614096
"new.row.4489","16860",2003,638169
"new.row.4490","16860",2004,664485
"new.row.4491","16860",2005,707402
"new.row.4492","16860",2006,761574
"new.row.4493","16860",2007,800480
"new.row.4494","16860",2008,812907
"new.row.4495","16860",2009,777894
"new.row.4496","16860",2010,805110
"new.row.4497","16860",2011,666097
"new.row.4498","16860",2012,679084
"new.row.4499","16860",2013,884362
"new.row.4500","19140",1969,7152
"new.row.4501","19140",1970,7572
"new.row.4502","19140",1971,9095
"new.row.4503","19140",1972,11180
"new.row.4504","19140",1973,14614
"new.row.4505","19140",1974,15673
"new.row.4506","19140",1975,15240
"new.row.4507","19140",1976,18023
"new.row.4508","19140",1977,20554
"new.row.4509","19140",1978,23366
"new.row.4510","19140",1979,27375
"new.row.4511","19140",1980,29467
"new.row.4512","19140",1981,34498
"new.row.4513","19140",1982,36283
"new.row.4514","19140",1983,42514
"new.row.4515","19140",1984,48619
"new.row.4516","19140",1985,54914
"new.row.4517","19140",1986,62147
"new.row.4518","19140",1987,68897
"new.row.4519","19140",1988,76350
"new.row.4520","19140",1989,81735
"new.row.4521","19140",1990,85605
"new.row.4522","19140",1991,88815
"new.row.4523","19140",1992,97933
"new.row.4524","19140",1993,107411
"new.row.4525","19140",1994,117007
"new.row.4526","19140",1995,121610
"new.row.4527","19140",1996,127232
"new.row.4528","19140",1997,134100
"new.row.4529","19140",1998,142363
"new.row.4530","19140",1999,148049
"new.row.4531","19140",2000,158254
"new.row.4532","19140",2001,162454
"new.row.4533","19140",2002,168112
"new.row.4534","19140",2003,175088
"new.row.4535","19140",2004,187819
"new.row.4536","19140",2005,194643
"new.row.4537","19140",2006,203617
"new.row.4538","19140",2007,208720
"new.row.4539","19140",2008,202774
"new.row.4540","19140",2009,195672
"new.row.4541","19140",2010,195321
"new.row.4542","19140",2011,158388
"new.row.4543","19140",2012,160922
"new.row.4544","19140",2013,210399
"new.row.4545","23580",1969,5169
"new.row.4546","23580",1970,5683
"new.row.4547","23580",1971,6227
"new.row.4548","23580",1972,7294
"new.row.4549","23580",1973,9066
"new.row.4550","23580",1974,10384
"new.row.4551","23580",1975,10528
"new.row.4552","23580",1976,12138
"new.row.4553","23580",1977,13805
"new.row.4554","23580",1978,16363
"new.row.4555","23580",1979,19729
"new.row.4556","23580",1980,22072
"new.row.4557","23580",1981,26195
"new.row.4558","23580",1982,28363
"new.row.4559","23580",1983,31056
"new.row.4560","23580",1984,36300
"new.row.4561","23580",1985,42950
"new.row.4562","23580",1986,48054
"new.row.4563","23580",1987,53220
"new.row.4564","23580",1988,59400
"new.row.4565","23580",1989,64252
"new.row.4566","23580",1990,68358
"new.row.4567","23580",1991,71903
"new.row.4568","23580",1992,77464
"new.row.4569","23580",1993,85968
"new.row.4570","23580",1994,96162
"new.row.4571","23580",1995,102963
"new.row.4572","23580",1996,108236
"new.row.4573","23580",1997,115115
"new.row.4574","23580",1998,124474
"new.row.4575","23580",1999,138399
"new.row.4576","23580",2000,147704
"new.row.4577","23580",2001,154158
"new.row.4578","23580",2002,160869
"new.row.4579","23580",2003,167889
"new.row.4580","23580",2004,179547
"new.row.4581","23580",2005,199824
"new.row.4582","23580",2006,217116
"new.row.4583","23580",2007,225652
"new.row.4584","23580",2008,239055
"new.row.4585","23580",2009,228192
"new.row.4586","23580",2010,234626
"new.row.4587","23580",2011,197159
"new.row.4588","23580",2012,200284
"new.row.4589","23580",2013,270863
"new.row.4590","25980",1969,1195
"new.row.4591","25980",1970,1505
"new.row.4592","25980",1971,1633
"new.row.4593","25980",1972,1746
"new.row.4594","25980",1973,2079
"new.row.4595","25980",1974,2394
"new.row.4596","25980",1975,2609
"new.row.4597","25980",1976,5023
"new.row.4598","25980",1977,7405
"new.row.4599","25980",1978,8673
"new.row.4600","25980",1979,10156
"new.row.4601","25980",1980,11511
"new.row.4602","25980",1981,13745
"new.row.4603","25980",1982,15523
"new.row.4604","25980",1983,16373
"new.row.4605","25980",1984,17788
"new.row.4606","25980",1985,20025
"new.row.4607","25980",1986,21404
"new.row.4608","25980",1987,22796
"new.row.4609","25980",1988,25493
"new.row.4610","25980",1989,27239
"new.row.4611","25980",1990,25345
"new.row.4612","25980",1991,29444
"new.row.4613","25980",1992,36330
"new.row.4614","25980",1993,36959
"new.row.4615","25980",1994,39209
"new.row.4616","25980",1995,41701
"new.row.4617","25980",1996,43200
"new.row.4618","25980",1997,45777
"new.row.4619","25980",1998,46608
"new.row.4620","25980",1999,47897
"new.row.4621","25980",2000,51666
"new.row.4622","25980",2001,55356
"new.row.4623","25980",2002,58678
"new.row.4624","25980",2003,64983
"new.row.4625","25980",2004,70194
"new.row.4626","25980",2005,75729
"new.row.4627","25980",2006,79021
"new.row.4628","25980",2007,82702
"new.row.4629","25980",2008,94924
"new.row.4630","25980",2009,95975
"new.row.4631","25980",2010,103781
"new.row.4632","25980",2011,82551
"new.row.4633","25980",2012,81521
"new.row.4634","25980",2013,108451
"new.row.4635","31420",1969,14998
"new.row.4636","31420",1970,15917
"new.row.4637","31420",1971,17901
"new.row.4638","31420",1972,20414
"new.row.4639","31420",1973,25387
"new.row.4640","31420",1974,29215
"new.row.4641","31420",1975,31412
"new.row.4642","31420",1976,34526
"new.row.4643","31420",1977,36914
"new.row.4644","31420",1978,41323
"new.row.4645","31420",1979,48762
"new.row.4646","31420",1980,55342
"new.row.4647","31420",1981,66367
"new.row.4648","31420",1982,72581
"new.row.4649","31420",1983,78106
"new.row.4650","31420",1984,87820
"new.row.4651","31420",1985,98906
"new.row.4652","31420",1986,108624
"new.row.4653","31420",1987,117137
"new.row.4654","31420",1988,131797
"new.row.4655","31420",1989,141488
"new.row.4656","31420",1990,148152
"new.row.4657","31420",1991,155901
"new.row.4658","31420",1992,164532
"new.row.4659","31420",1993,172457
"new.row.4660","31420",1994,183433
"new.row.4661","31420",1995,196630
"new.row.4662","31420",1996,205277
"new.row.4663","31420",1997,213970
"new.row.4664","31420",1998,221034
"new.row.4665","31420",1999,230055
"new.row.4666","31420",2000,231924
"new.row.4667","31420",2001,240388
"new.row.4668","31420",2002,250445
"new.row.4669","31420",2003,254486
"new.row.4670","31420",2004,268951
"new.row.4671","31420",2005,277238
"new.row.4672","31420",2006,292257
"new.row.4673","31420",2007,290876
"new.row.4674","31420",2008,309827
"new.row.4675","31420",2009,306782
"new.row.4676","31420",2010,311242
"new.row.4677","31420",2011,252714
"new.row.4678","31420",2012,255654
"new.row.4679","31420",2013,337382
"new.row.4680","40660",1969,6925
"new.row.4681","40660",1970,7511
"new.row.4682","40660",1971,8449
"new.row.4683","40660",1972,9856
"new.row.4684","40660",1973,12803
"new.row.4685","40660",1974,14479
"new.row.4686","40660",1975,14372
