"","msa.fips","year","supplements.to.wages.and.salaries"
"new.row.863","43420",1996,229879
"new.row.864","43420",1997,235934
"new.row.865","43420",1998,244137
"new.row.866","43420",1999,249634
"new.row.867","43420",2000,269437
"new.row.868","43420",2001,291082
"new.row.869","43420",2002,317058
"new.row.870","43420",2003,363224
"new.row.871","43420",2004,394309
"new.row.872","43420",2005,442790
"new.row.873","43420",2006,471114
"new.row.874","43420",2007,510974
"new.row.875","43420",2008,548037
"new.row.876","43420",2009,566257
"new.row.877","43420",2010,605512
"new.row.878","43420",2011,631890
"new.row.879","43420",2012,614918
"new.row.880","46060",1969,96083
"new.row.881","46060",1970,113112
"new.row.882","46060",1971,139133
"new.row.883","46060",1972,166457
"new.row.884","46060",1973,189262
"new.row.885","46060",1974,214201
"new.row.886","46060",1975,242116
"new.row.887","46060",1976,262220
"new.row.888","46060",1977,296715
"new.row.889","46060",1978,340755
"new.row.890","46060",1979,411514
"new.row.891","46060",1980,474825
"new.row.892","46060",1981,551055
"new.row.893","46060",1982,594772
"new.row.894","46060",1983,661919
"new.row.895","46060",1984,733424
"new.row.896","46060",1985,812660
"new.row.897","46060",1986,901782
"new.row.898","46060",1987,947047
"new.row.899","46060",1988,1008939
"new.row.900","46060",1989,1089666
"new.row.901","46060",1990,1154081
"new.row.902","46060",1991,1265758
"new.row.903","46060",1992,1405684
"new.row.904","46060",1993,1532532
"new.row.905","46060",1994,1691976
"new.row.906","46060",1995,1717230
"new.row.907","46060",1996,1807379
"new.row.908","46060",1997,1862043
"new.row.909","46060",1998,1999406
"new.row.910","46060",1999,2144932
"new.row.911","46060",2000,2299749
"new.row.912","46060",2001,2403119
"new.row.913","46060",2002,2518715
"new.row.914","46060",2003,2653506
"new.row.915","46060",2004,2861572
"new.row.916","46060",2005,3054464
"new.row.917","46060",2006,3367557
"new.row.918","46060",2007,3692005
"new.row.919","46060",2008,3965752
"new.row.920","46060",2009,3858890
"new.row.921","46060",2010,3920909
"new.row.922","46060",2011,3979906
"new.row.923","46060",2012,4013787
"new.row.924","49740",1969,18501
"new.row.925","49740",1970,23526
"new.row.926","49740",1971,31406
"new.row.927","49740",1972,33097
"new.row.928","49740",1973,37181
"new.row.929","49740",1974,43420
"new.row.930","49740",1975,51294
"new.row.931","49740",1976,58147
"new.row.932","49740",1977,61240
"new.row.933","49740",1978,67349
"new.row.934","49740",1979,80103
"new.row.935","49740",1980,89349
"new.row.936","49740",1981,94428
"new.row.937","49740",1982,97341
"new.row.938","49740",1983,99541
"new.row.939","49740",1984,111691
"new.row.940","49740",1985,120607
"new.row.941","49740",1986,132702
"new.row.942","49740",1987,140237
"new.row.943","49740",1988,154721
"new.row.944","49740",1989,172683
"new.row.945","49740",1990,184439
"new.row.946","49740",1991,204236
"new.row.947","49740",1992,225991
"new.row.948","49740",1993,231867
"new.row.949","49740",1994,244178
"new.row.950","49740",1995,240168
"new.row.951","49740",1996,251593
"new.row.952","49740",1997,262429
"new.row.953","49740",1998,273285
"new.row.954","49740",1999,285456
"new.row.955","49740",2000,293577
"new.row.956","49740",2001,332273
"new.row.957","49740",2002,362680
"new.row.958","49740",2003,402112
"new.row.959","49740",2004,461851
"new.row.960","49740",2005,490084
"new.row.961","49740",2006,560409
"new.row.962","49740",2007,611254
"new.row.963","49740",2008,643469
"new.row.964","49740",2009,660092
"new.row.965","49740",2010,671267
"new.row.966","49740",2011,696389
"new.row.967","49740",2012,711502
"new.row.968","22220",1969,27830
"new.row.969","22220",1970,31999
"new.row.970","22220",1971,36667
"new.row.971","22220",1972,43978
"new.row.972","22220",1973,50719
"new.row.973","22220",1974,57880
"new.row.974","22220",1975,66285
"new.row.975","22220",1976,78440
"new.row.976","22220",1977,94231
"new.row.977","22220",1978,109776
"new.row.978","22220",1979,126328
"new.row.979","22220",1980,142736
"new.row.980","22220",1981,165455
"new.row.981","22220",1982,179273
"new.row.982","22220",1983,203065
"new.row.983","22220",1984,231525
"new.row.984","22220",1985,256155
"new.row.985","22220",1986,285916
"new.row.986","22220",1987,321417
"new.row.987","22220",1988,365729
"new.row.988","22220",1989,410939
"new.row.989","22220",1990,463070
"new.row.990","22220",1991,504632
"new.row.991","22220",1992,583764
"new.row.992","22220",1993,640152
"new.row.993","22220",1994,699703
"new.row.994","22220",1995,730260
"new.row.995","22220",1996,762843
"new.row.996","22220",1997,807757
"new.row.997","22220",1998,884190
"new.row.998","22220",1999,941152
"new.row.999","22220",2000,1011808
"new.row.1000","22220",2001,1163927
"new.row.1001","22220",2002,1272109
"new.row.1002","22220",2003,1421572
"new.row.1003","22220",2004,1529565
"new.row.1004","22220",2005,1640283
"new.row.1005","22220",2006,1730286
"new.row.1006","22220",2007,1808383
"new.row.1007","22220",2008,1864984
"new.row.1008","22220",2009,1841171
"new.row.1009","22220",2010,1974906
"new.row.1010","22220",2011,1978889
"new.row.1011","22220",2012,2155359
"new.row.1012","22900",1969,31255
"new.row.1013","22900",1970,34909
"new.row.1014","22900",1971,40549
"new.row.1015","22900",1972,47601
"new.row.1016","22900",1973,55036
"new.row.1017","22900",1974,65892
"new.row.1018","22900",1975,77735
"new.row.1019","22900",1976,89920
"new.row.1020","22900",1977,108331
"new.row.1021","22900",1978,125288
"new.row.1022","22900",1979,139727
"new.row.1023","22900",1980,156261
"new.row.1024","22900",1981,180811
"new.row.1025","22900",1982,187152
"new.row.1026","22900",1983,211366
"new.row.1027","22900",1984,238410
"new.row.1028","22900",1985,257645
"new.row.1029","22900",1986,282131
"new.row.1030","22900",1987,309183
"new.row.1031","22900",1988,336108
"new.row.1032","22900",1989,357613
"new.row.1033","22900",1990,392627
"new.row.1034","22900",1991,416282
"new.row.1035","22900",1992,476782
"new.row.1036","22900",1993,508614
"new.row.1037","22900",1994,547690
"new.row.1038","22900",1995,547553
"new.row.1039","22900",1996,557894
"new.row.1040","22900",1997,579736
"new.row.1041","22900",1998,615516
"new.row.1042","22900",1999,643314
"new.row.1043","22900",2000,683673
"new.row.1044","22900",2001,704254
"new.row.1045","22900",2002,725678
"new.row.1046","22900",2003,788371
"new.row.1047","22900",2004,836528
"new.row.1048","22900",2005,905679
"new.row.1049","22900",2006,941293
"new.row.1050","22900",2007,952364
"new.row.1051","22900",2008,956999
"new.row.1052","22900",2009,936990
"new.row.1053","22900",2010,1003435
"new.row.1054","22900",2011,976621
"new.row.1055","22900",2012,1029397
"new.row.1056","26300",1969,9821
"new.row.1057","26300",1970,11575
"new.row.1058","26300",1971,14228
"new.row.1059","26300",1972,16762
"new.row.1060","26300",1973,19775
"new.row.1061","26300",1974,22644
"new.row.1062","26300",1975,24724
"new.row.1063","26300",1976,28663
"new.row.1064","26300",1977,34321
"new.row.1065","26300",1978,38460
"new.row.1066","26300",1979,42877
"new.row.1067","26300",1980,47894
"new.row.1068","26300",1981,52372
"new.row.1069","26300",1982,57281
"new.row.1070","26300",1983,61280
"new.row.1071","26300",1984,66613
"new.row.1072","26300",1985,71218
"new.row.1073","26300",1986,75348
"new.row.1074","26300",1987,79015
"new.row.1075","26300",1988,83017
"new.row.1076","26300",1989,90239
"new.row.1077","26300",1990,98737
"new.row.1078","26300",1991,106517
"new.row.1079","26300",1992,122571
"new.row.1080","26300",1993,133655
"new.row.1081","26300",1994,143397
"new.row.1082","26300",1995,149979
"new.row.1083","26300",1996,153819
"new.row.1084","26300",1997,161774
"new.row.1085","26300",1998,175008
"new.row.1086","26300",1999,184011
"new.row.1087","26300",2000,191722
"new.row.1088","26300",2001,195867
"new.row.1089","26300",2002,205975
"new.row.1090","26300",2003,225860
"new.row.1091","26300",2004,237088
"new.row.1092","26300",2005,249992
"new.row.1093","26300",2006,256652
"new.row.1094","26300",2007,262398
"new.row.1095","26300",2008,267125
"new.row.1096","26300",2009,264063
"new.row.1097","26300",2010,269526
"new.row.1098","26300",2011,275485
"new.row.1099","26300",2012,298032
"new.row.1100","27860",1969,13218
"new.row.1101","27860",1970,14450
"new.row.1102","27860",1971,17013
"new.row.1103","27860",1972,20346
"new.row.1104","27860",1973,22870
"new.row.1105","27860",1974,25787
"new.row.1106","27860",1975,31460
"new.row.1107","27860",1976,36903
"new.row.1108","27860",1977,43438
"new.row.1109","27860",1978,50447
"new.row.1110","27860",1979,57198
"new.row.1111","27860",1980,61912
"new.row.1112","27860",1981,67497
"new.row.1113","27860",1982,72423
"new.row.1114","27860",1983,79522
"new.row.1115","27860",1984,89799
"new.row.1116","27860",1985,96516
"new.row.1117","27860",1986,105460
"new.row.1118","27860",1987,116303
"new.row.1119","27860",1988,128541
"new.row.1120","27860",1989,140823
"new.row.1121","27860",1990,152528
"new.row.1122","27860",1991,162504
"new.row.1123","27860",1992,187276
"new.row.1124","27860",1993,201615
"new.row.1125","27860",1994,212564
"new.row.1126","27860",1995,218218
"new.row.1127","27860",1996,223818
"new.row.1128","27860",1997,231605
"new.row.1129","27860",1998,245455
"new.row.1130","27860",1999,259721
"new.row.1131","27860",2000,271301
"new.row.1132","27860",2001,274817
"new.row.1133","27860",2002,290553
"new.row.1134","27860",2003,314564
"new.row.1135","27860",2004,336300
"new.row.1136","27860",2005,360259
"new.row.1137","27860",2006,365172
"new.row.1138","27860",2007,373267
"new.row.1139","27860",2008,391600
"new.row.1140","27860",2009,391229
"new.row.1141","27860",2010,417660
"new.row.1142","27860",2011,429650
"new.row.1143","27860",2012,464429
"new.row.1144","30780",1969,120880
"new.row.1145","30780",1970,136440
"new.row.1146","30780",1971,163734
"new.row.1147","30780",1972,192462
"new.row.1148","30780",1973,220449
"new.row.1149","30780",1974,252588
"new.row.1150","30780",1975,294208
"new.row.1151","30780",1976,333674
"new.row.1152","30780",1977,378585
"new.row.1153","30780",1978,434677
"new.row.1154","30780",1979,485054
"new.row.1155","30780",1980,539630
"new.row.1156","30780",1981,596309
"new.row.1157","30780",1982,649226
"new.row.1158","30780",1983,721732
"new.row.1159","30780",1984,796018
"new.row.1160","30780",1985,872729
"new.row.1161","30780",1986,933233
"new.row.1162","30780",1987,977405
"new.row.1163","30780",1988,1046954
"new.row.1164","30780",1989,1141808
"new.row.1165","30780",1990,1256820
"new.row.1166","30780",1991,1369346
"new.row.1167","30780",1992,1547438
"new.row.1168","30780",1993,1620230
"new.row.1169","30780",1994,1710995
"new.row.1170","30780",1995,1775805
"new.row.1171","30780",1996,1833957
"new.row.1172","30780",1997,1912787
"new.row.1173","30780",1998,2045505
"new.row.1174","30780",1999,2103915
"new.row.1175","30780",2000,2201546
"new.row.1176","30780",2001,2329122
"new.row.1177","30780",2002,2427119
"new.row.1178","30780",2003,2637010
"new.row.1179","30780",2004,2797098
"new.row.1180","30780",2005,2966133
"new.row.1181","30780",2006,3057928
"new.row.1182","30780",2007,3229491
"new.row.1183","30780",2008,3303671
"new.row.1184","30780",2009,3352251
"new.row.1185","30780",2010,3433258
"new.row.1186","30780",2011,3546924
"new.row.1187","30780",2012,3799068
"new.row.1188","32820",1969,254422
"new.row.1189","32820",1970,282955
"new.row.1190","32820",1971,331796
"new.row.1191","32820",1972,399427
"new.row.1192","32820",1973,440073
"new.row.1193","32820",1974,496084
"new.row.1194","32820",1975,558425
"new.row.1195","32820",1976,608989
"new.row.1196","32820",1977,683741
"new.row.1197","32820",1978,786803
"new.row.1198","32820",1979,892894
"new.row.1199","32820",1980,994669
"new.row.1200","32820",1981,1086903
"new.row.1201","32820",1982,1165876
"new.row.1202","32820",1983,1288841
"new.row.1203","32820",1984,1440408
"new.row.1204","32820",1985,1575679
"new.row.1205","32820",1986,1739332
"new.row.1206","32820",1987,1860317
"new.row.1207","32820",1988,2023258
"new.row.1208","32820",1989,2263960
"new.row.1209","32820",1990,2462441
"new.row.1210","32820",1991,2614039
"new.row.1211","32820",1992,2895424
"new.row.1212","32820",1993,3050780
"new.row.1213","32820",1994,3288627
"new.row.1214","32820",1995,3393904
"new.row.1215","32820",1996,3503987
"new.row.1216","32820",1997,3651207
"new.row.1217","32820",1998,3926536
"new.row.1218","32820",1999,4167749
"new.row.1219","32820",2000,4445598
"new.row.1220","32820",2001,4846033
"new.row.1221","32820",2002,5043468
"new.row.1222","32820",2003,5404608
"new.row.1223","32820",2004,5780192
"new.row.1224","32820",2005,6003916
"new.row.1225","32820",2006,5930104
"new.row.1226","32820",2007,6263014
"new.row.1227","32820",2008,6376772
"new.row.1228","32820",2009,6209027
"new.row.1229","32820",2010,6202678
"new.row.1230","32820",2011,6398080
"new.row.1231","32820",2012,6849851
"new.row.1232","38220",1969,22956
"new.row.1233","38220",1970,24902
"new.row.1234","38220",1971,28648
"new.row.1235","38220",1972,32432
"new.row.1236","38220",1973,36448
"new.row.1237","38220",1974,42193
"new.row.1238","38220",1975,46554
"new.row.1239","38220",1976,52727
"new.row.1240","38220",1977,61535
"new.row.1241","38220",1978,73257
"new.row.1242","38220",1979,85812
"new.row.1243","38220",1980,96860
"new.row.1244","38220",1981,101267
"new.row.1245","38220",1982,103249
"new.row.1246","38220",1983,114152
"new.row.1247","38220",1984,125002
"new.row.1248","38220",1985,135023
"new.row.1249","38220",1986,154523
"new.row.1250","38220",1987,153351
"new.row.1251","38220",1988,162097
"new.row.1252","38220",1989,174652
"new.row.1253","38220",1990,190147
"new.row.1254","38220",1991,191750
"new.row.1255","38220",1992,213642
"new.row.1256","38220",1993,223495
"new.row.1257","38220",1994,224555
"new.row.1258","38220",1995,226979
"new.row.1259","38220",1996,226635
"new.row.1260","38220",1997,233516
"new.row.1261","38220",1998,245113
"new.row.1262","38220",1999,255405
"new.row.1263","38220",2000,262511
"new.row.1264","38220",2001,277107
"new.row.1265","38220",2002,288154
"new.row.1266","38220",2003,310397
"new.row.1267","38220",2004,333042
"new.row.1268","38220",2005,346048
"new.row.1269","38220",2006,354863
"new.row.1270","38220",2007,354331
"new.row.1271","38220",2008,360453
"new.row.1272","38220",2009,362730
"new.row.1273","38220",2010,384204
"new.row.1274","38220",2011,383315
"new.row.1275","38220",2012,398324
"new.row.1276","45500",1969,34795
"new.row.1277","45500",1970,36820
"new.row.1278","45500",1971,42053
"new.row.1279","45500",1972,48113
"new.row.1280","45500",1973,53176
"new.row.1281","45500",1974,59387
"new.row.1282","45500",1975,66735
"new.row.1283","45500",1976,75774
"new.row.1284","45500",1977,86848
"new.row.1285","45500",1978,96892
"new.row.1286","45500",1979,113265
"new.row.1287","45500",1980,120021
"new.row.1288","45500",1981,134920
"new.row.1289","45500",1982,148873
"new.row.1290","45500",1983,162208
"new.row.1291","45500",1984,178060
"new.row.1292","45500",1985,191313
"new.row.1293","45500",1986,195661
"new.row.1294","45500",1987,198865
"new.row.1295","45500",1988,209327
"new.row.1296","45500",1989,233933
"new.row.1297","45500",1990,259370
"new.row.1298","45500",1991,269968
"new.row.1299","45500",1992,278662
"new.row.1300","45500",1993,285458
"new.row.1301","45500",1994,289189
"new.row.1302","45500",1995,296387
"new.row.1303","45500",1996,301796
"new.row.1304","45500",1997,314435
"new.row.1305","45500",1998,319507
"new.row.1306","45500",1999,336712
"new.row.1307","45500",2000,358857
"new.row.1308","45500",2001,361365
"new.row.1309","45500",2002,385508
"new.row.1310","45500",2003,420195
"new.row.1311","45500",2004,444231
"new.row.1312","45500",2005,481242
"new.row.1313","45500",2006,495593
"new.row.1314","45500",2007,519453
"new.row.1315","45500",2008,548492
"new.row.1316","45500",2009,555048
