"","msa.fips","year","wages.and.salaries"
"new.row.842","43420",1975,241127
"new.row.843","43420",1976,255295
"new.row.844","43420",1977,281956
"new.row.845","43420",1978,318262
"new.row.846","43420",1979,335347
"new.row.847","43420",1980,375779
"new.row.848","43420",1981,411226
"new.row.849","43420",1982,422441
"new.row.850","43420",1983,450846
"new.row.851","43420",1984,501184
"new.row.852","43420",1985,525498
"new.row.853","43420",1986,551262
"new.row.854","43420",1987,594842
"new.row.855","43420",1988,615156
"new.row.856","43420",1989,638417
"new.row.857","43420",1990,690603
"new.row.858","43420",1991,723215
"new.row.859","43420",1992,777760
"new.row.860","43420",1993,791071
"new.row.861","43420",1994,834445
"new.row.862","43420",1995,858810
"new.row.863","43420",1996,883088
"new.row.864","43420",1997,918213
"new.row.865","43420",1998,969118
"new.row.866","43420",1999,985712
"new.row.867","43420",2000,1083925
"new.row.868","43420",2001,1152391
"new.row.869","43420",2002,1237997
"new.row.870","43420",2003,1334761
"new.row.871","43420",2004,1447969
"new.row.872","43420",2005,1619138
"new.row.873","43420",2006,1699140
"new.row.874","43420",2007,1819040
"new.row.875","43420",2008,1906962
"new.row.876","43420",2009,1954271
"new.row.877","43420",2010,1999729
"new.row.878","43420",2011,2021236
"new.row.879","43420",2012,1967089
"new.row.880","46060",1969,717878
"new.row.881","46060",1970,814189
"new.row.882","46060",1971,936120
"new.row.883","46060",1972,1071278
"new.row.884","46060",1973,1223770
"new.row.885","46060",1974,1341750
"new.row.886","46060",1975,1402632
"new.row.887","46060",1976,1528867
"new.row.888","46060",1977,1668131
"new.row.889","46060",1978,1902226
"new.row.890","46060",1979,2298262
"new.row.891","46060",1980,2635301
"new.row.892","46060",1981,2991883
"new.row.893","46060",1982,3147493
"new.row.894","46060",1983,3392634
"new.row.895","46060",1984,3778921
"new.row.896","46060",1985,4142738
"new.row.897","46060",1986,4498388
"new.row.898","46060",1987,4772661
"new.row.899","46060",1988,5011556
"new.row.900","46060",1989,5195512
"new.row.901","46060",1990,5283077
"new.row.902","46060",1991,5636421
"new.row.903","46060",1992,5947696
"new.row.904","46060",1993,6356991
"new.row.905","46060",1994,7077342
"new.row.906","46060",1995,7530547
"new.row.907","46060",1996,7954762
"new.row.908","46060",1997,8390892
"new.row.909","46060",1998,9132738
"new.row.910","46060",1999,9892763
"new.row.911","46060",2000,10591327
"new.row.912","46060",2001,11132679
"new.row.913","46060",2002,11473600
"new.row.914","46060",2003,11979349
"new.row.915","46060",2004,12832579
"new.row.916","46060",2005,13815394
"new.row.917","46060",2006,15019335
"new.row.918","46060",2007,15806481
"new.row.919","46060",2008,16196430
"new.row.920","46060",2009,15415886
"new.row.921","46060",2010,15323711
"new.row.922","46060",2011,15595187
"new.row.923","46060",2012,16100893
"new.row.924","49740",1969,127529
"new.row.925","49740",1970,145186
"new.row.926","49740",1971,166835
"new.row.927","49740",1972,177222
"new.row.928","49740",1973,192691
"new.row.929","49740",1974,217136
"new.row.930","49740",1975,244360
"new.row.931","49740",1976,271742
"new.row.932","49740",1977,296513
"new.row.933","49740",1978,342306
"new.row.934","49740",1979,406801
"new.row.935","49740",1980,440936
"new.row.936","49740",1981,468842
"new.row.937","49740",1982,478258
"new.row.938","49740",1983,459977
"new.row.939","49740",1984,510554
"new.row.940","49740",1985,535511
"new.row.941","49740",1986,584873
"new.row.942","49740",1987,632783
"new.row.943","49740",1988,681207
"new.row.944","49740",1989,722455
"new.row.945","49740",1990,758673
"new.row.946","49740",1991,817705
"new.row.947","49740",1992,871229
"new.row.948","49740",1993,912351
"new.row.949","49740",1994,977833
"new.row.950","49740",1995,1032772
"new.row.951","49740",1996,1089753
"new.row.952","49740",1997,1174181
"new.row.953","49740",1998,1251075
"new.row.954","49740",1999,1296353
"new.row.955","49740",2000,1380951
"new.row.956","49740",2001,1485208
"new.row.957","49740",2002,1590024
"new.row.958","49740",2003,1701683
"new.row.959","49740",2004,1891110
"new.row.960","49740",2005,2020270
"new.row.961","49740",2006,2176848
"new.row.962","49740",2007,2332730
"new.row.963","49740",2008,2405873
"new.row.964","49740",2009,2363763
"new.row.965","49740",2010,2359270
"new.row.966","49740",2011,2416095
"new.row.967","49740",2012,2484598
"new.row.968","22220",1969,223142
"new.row.969","22220",1970,249045
"new.row.970","22220",1971,268094
"new.row.971","22220",1972,303323
"new.row.972","22220",1973,343781
"new.row.973","22220",1974,384142
"new.row.974","22220",1975,401366
"new.row.975","22220",1976,470593
"new.row.976","22220",1977,545711
"new.row.977","22220",1978,631038
"new.row.978","22220",1979,714283
"new.row.979","22220",1980,787447
"new.row.980","22220",1981,887126
"new.row.981","22220",1982,923357
"new.row.982","22220",1983,1023910
"new.row.983","22220",1984,1161005
"new.row.984","22220",1985,1250739
"new.row.985","22220",1986,1381980
"new.row.986","22220",1987,1531392
"new.row.987","22220",1988,1715002
"new.row.988","22220",1989,1851728
"new.row.989","22220",1990,2027211
"new.row.990","22220",1991,2175314
"new.row.991","22220",1992,2424281
"new.row.992","22220",1993,2624482
"new.row.993","22220",1994,2908010
"new.row.994","22220",1995,3175947
"new.row.995","22220",1996,3382663
"new.row.996","22220",1997,3665326
"new.row.997","22220",1998,4021519
"new.row.998","22220",1999,4436111
"new.row.999","22220",2000,4831822
"new.row.1000","22220",2001,5274620
"new.row.1001","22220",2002,5707457
"new.row.1002","22220",2003,6105267
"new.row.1003","22220",2004,6673595
"new.row.1004","22220",2005,7218734
"new.row.1005","22220",2006,7771144
"new.row.1006","22220",2007,8165314
"new.row.1007","22220",2008,8490822
"new.row.1008","22220",2009,8400967
"new.row.1009","22220",2010,8781109
"new.row.1010","22220",2011,9144567
"new.row.1011","22220",2012,9669140
"new.row.1012","22900",1969,258564
"new.row.1013","22900",1970,278285
"new.row.1014","22900",1971,304122
"new.row.1015","22900",1972,336836
"new.row.1016","22900",1973,382120
"new.row.1017","22900",1974,440786
"new.row.1018","22900",1975,472582
"new.row.1019","22900",1976,539033
"new.row.1020","22900",1977,624662
"new.row.1021","22900",1978,714911
"new.row.1022","22900",1979,789762
"new.row.1023","22900",1980,858976
"new.row.1024","22900",1981,966431
"new.row.1025","22900",1982,979029
"new.row.1026","22900",1983,1059863
"new.row.1027","22900",1984,1182165
"new.row.1028","22900",1985,1255809
"new.row.1029","22900",1986,1345027
"new.row.1030","22900",1987,1451228
"new.row.1031","22900",1988,1554647
"new.row.1032","22900",1989,1606914
"new.row.1033","22900",1990,1714253
"new.row.1034","22900",1991,1767365
"new.row.1035","22900",1992,1951730
"new.row.1036","22900",1993,2005745
"new.row.1037","22900",1994,2182426
"new.row.1038","22900",1995,2286041
"new.row.1039","22900",1996,2375437
"new.row.1040","22900",1997,2516259
"new.row.1041","22900",1998,2666479
"new.row.1042","22900",1999,2841950
"new.row.1043","22900",2000,3025086
"new.row.1044","22900",2001,3124248
"new.row.1045","22900",2002,3128609
"new.row.1046","22900",2003,3235769
"new.row.1047","22900",2004,3414642
"new.row.1048","22900",2005,3670533
"new.row.1049","22900",2006,3958175
"new.row.1050","22900",2007,4057395
"new.row.1051","22900",2008,4127444
"new.row.1052","22900",2009,3941010
"new.row.1053","22900",2010,4026152
"new.row.1054","22900",2011,4086747
"new.row.1055","22900",2012,4192364
"new.row.1056","26300",1969,79879
"new.row.1057","26300",1970,90775
"new.row.1058","26300",1971,105577
"new.row.1059","26300",1972,118398
"new.row.1060","26300",1973,135617
"new.row.1061","26300",1974,154003
"new.row.1062","26300",1975,153268
"new.row.1063","26300",1976,175422
"new.row.1064","26300",1977,201251
"new.row.1065","26300",1978,222578
"new.row.1066","26300",1979,245451
"new.row.1067","26300",1980,266110
"new.row.1068","26300",1981,285765
"new.row.1069","26300",1982,303376
"new.row.1070","26300",1983,319383
"new.row.1071","26300",1984,343045
"new.row.1072","26300",1985,361983
"new.row.1073","26300",1986,380115
"new.row.1074","26300",1987,401445
"new.row.1075","26300",1988,418299
"new.row.1076","26300",1989,439162
"new.row.1077","26300",1990,464516
"new.row.1078","26300",1991,490532
"new.row.1079","26300",1992,529623
"new.row.1080","26300",1993,570880
"new.row.1081","26300",1994,619267
"new.row.1082","26300",1995,669697
"new.row.1083","26300",1996,704444
"new.row.1084","26300",1997,747708
"new.row.1085","26300",1998,795539
"new.row.1086","26300",1999,840647
"new.row.1087","26300",2000,878826
"new.row.1088","26300",2001,923917
"new.row.1089","26300",2002,947121
"new.row.1090","26300",2003,990714
"new.row.1091","26300",2004,1033884
"new.row.1092","26300",2005,1077232
"new.row.1093","26300",2006,1141524
"new.row.1094","26300",2007,1173883
"new.row.1095","26300",2008,1187789
"new.row.1096","26300",2009,1173089
"new.row.1097","26300",2010,1176880
"new.row.1098","26300",2011,1219027
"new.row.1099","26300",2012,1269061
"new.row.1100","27860",1969,109656
"new.row.1101","27860",1970,115729
"new.row.1102","27860",1971,127648
"new.row.1103","27860",1972,142786
"new.row.1104","27860",1973,157646
"new.row.1105","27860",1974,171704
"new.row.1106","27860",1975,192401
"new.row.1107","27860",1976,221458
"new.row.1108","27860",1977,251784
"new.row.1109","27860",1978,292772
"new.row.1110","27860",1979,329118
"new.row.1111","27860",1980,346114
"new.row.1112","27860",1981,363534
"new.row.1113","27860",1982,377051
"new.row.1114","27860",1983,399414
"new.row.1115","27860",1984,443188
"new.row.1116","27860",1985,465522
"new.row.1117","27860",1986,498072
"new.row.1118","27860",1987,547007
"new.row.1119","27860",1988,590421
"new.row.1120","27860",1989,631666
"new.row.1121","27860",1990,666884
"new.row.1122","27860",1991,696883
"new.row.1123","27860",1992,760377
"new.row.1124","27860",1993,803364
"new.row.1125","27860",1994,856102
"new.row.1126","27860",1995,924899
"new.row.1127","27860",1996,980031
"new.row.1128","27860",1997,1048186
"new.row.1129","27860",1998,1108797
"new.row.1130","27860",1999,1182181
"new.row.1131","27860",2000,1236377
"new.row.1132","27860",2001,1232540
"new.row.1133","27860",2002,1277177
"new.row.1134","27860",2003,1329237
"new.row.1135","27860",2004,1417768
"new.row.1136","27860",2005,1475840
"new.row.1137","27860",2006,1537288
"new.row.1138","27860",2007,1597357
"new.row.1139","27860",2008,1671798
"new.row.1140","27860",2009,1655849
"new.row.1141","27860",2010,1722876
"new.row.1142","27860",2011,1813758
"new.row.1143","27860",2012,1886971
"new.row.1144","30780",1969,899735
"new.row.1145","30780",1970,970979
"new.row.1146","30780",1971,1083563
"new.row.1147","30780",1972,1220606
"new.row.1148","30780",1973,1392255
"new.row.1149","30780",1974,1560947
"new.row.1150","30780",1975,1684871
"new.row.1151","30780",1976,1887237
"new.row.1152","30780",1977,2104928
"new.row.1153","30780",1978,2385859
"new.row.1154","30780",1979,2661569
"new.row.1155","30780",1980,2901744
"new.row.1156","30780",1981,3150963
"new.row.1157","30780",1982,3344759
"new.row.1158","30780",1983,3615017
"new.row.1159","30780",1984,3919111
"new.row.1160","30780",1985,4236701
"new.row.1161","30780",1986,4509786
"new.row.1162","30780",1987,4712903
"new.row.1163","30780",1988,4975605
"new.row.1164","30780",1989,5269029
"new.row.1165","30780",1990,5665684
"new.row.1166","30780",1991,6026509
"new.row.1167","30780",1992,6509827
"new.row.1168","30780",1993,6804017
"new.row.1169","30780",1994,7208674
"new.row.1170","30780",1995,7709399
"new.row.1171","30780",1996,8156151
"new.row.1172","30780",1997,8650093
"new.row.1173","30780",1998,9234477
"new.row.1174","30780",1999,9705100
"new.row.1175","30780",2000,10178288
"new.row.1176","30780",2001,10593965
"new.row.1177","30780",2002,10770232
"new.row.1178","30780",2003,11236992
"new.row.1179","30780",2004,11884916
"new.row.1180","30780",2005,12389567
"new.row.1181","30780",2006,13212362
"new.row.1182","30780",2007,14432909
"new.row.1183","30780",2008,14401803
"new.row.1184","30780",2009,14598465
"new.row.1185","30780",2010,14454109
"new.row.1186","30780",2011,15067239
"new.row.1187","30780",2012,15546853
"new.row.1188","32820",1969,2034985
"new.row.1189","32820",1970,2181539
"new.row.1190","32820",1971,2436360
"new.row.1191","32820",1972,2767903
"new.row.1192","32820",1973,3082340
"new.row.1193","32820",1974,3395483
"new.row.1194","32820",1975,3535572
"new.row.1195","32820",1976,3802597
"new.row.1196","32820",1977,4217938
"new.row.1197","32820",1978,4773253
"new.row.1198","32820",1979,5338884
"new.row.1199","32820",1980,5860676
"new.row.1200","32820",1981,6273702
"new.row.1201","32820",1982,6504749
"new.row.1202","32820",1983,6972809
"new.row.1203","32820",1984,7718271
"new.row.1204","32820",1985,8292565
"new.row.1205","32820",1986,8865801
"new.row.1206","32820",1987,9652367
"new.row.1207","32820",1988,10367935
"new.row.1208","32820",1989,11091225
"new.row.1209","32820",1990,11812623
"new.row.1210","32820",1991,12240824
"new.row.1211","32820",1992,12996778
"new.row.1212","32820",1993,13715507
"new.row.1213","32820",1994,14859737
"new.row.1214","32820",1995,15872488
"new.row.1215","32820",1996,16713995
"new.row.1216","32820",1997,17910225
"new.row.1217","32820",1998,19616136
"new.row.1218","32820",1999,20689589
"new.row.1219","32820",2000,21546880
"new.row.1220","32820",2001,22239368
"new.row.1221","32820",2002,22827015
"new.row.1222","32820",2003,23430090
"new.row.1223","32820",2004,24651174
"new.row.1224","32820",2005,25433868
"new.row.1225","32820",2006,26880873
"new.row.1226","32820",2007,28227272
"new.row.1227","32820",2008,28373820
"new.row.1228","32820",2009,26985022
"new.row.1229","32820",2010,27476219
"new.row.1230","32820",2011,28255664
"new.row.1231","32820",2012,29493469
"new.row.1232","38220",1969,174645
"new.row.1233","38220",1970,178994
"new.row.1234","38220",1971,190061
"new.row.1235","38220",1972,205353
"new.row.1236","38220",1973,230015
"new.row.1237","38220",1974,253251
"new.row.1238","38220",1975,260932
"new.row.1239","38220",1976,291909
"new.row.1240","38220",1977,332091
"new.row.1241","38220",1978,401026
"new.row.1242","38220",1979,472692
"new.row.1243","38220",1980,527529
"new.row.1244","38220",1981,529413
"new.row.1245","38220",1982,514594
"new.row.1246","38220",1983,542137
"new.row.1247","38220",1984,580816
"new.row.1248","38220",1985,610029
"new.row.1249","38220",1986,689921
"new.row.1250","38220",1987,678956
"new.row.1251","38220",1988,724388
"new.row.1252","38220",1989,750357
"new.row.1253","38220",1990,803666
"new.row.1254","38220",1991,785316
"new.row.1255","38220",1992,831109
"new.row.1256","38220",1993,866254
"new.row.1257","38220",1994,887613
"new.row.1258","38220",1995,932689
"new.row.1259","38220",1996,959880
"new.row.1260","38220",1997,1007305
"new.row.1261","38220",1998,1057413
"new.row.1262","38220",1999,1088331
"new.row.1263","38220",2000,1136799
"new.row.1264","38220",2001,1166344
"new.row.1265","38220",2002,1190575
"new.row.1266","38220",2003,1237817
"new.row.1267","38220",2004,1310983
"new.row.1268","38220",2005,1338009
"new.row.1269","38220",2006,1383019
"new.row.1270","38220",2007,1388526
"new.row.1271","38220",2008,1406292
"new.row.1272","38220",2009,1412980
"new.row.1273","38220",2010,1442716
"new.row.1274","38220",2011,1441513
"new.row.1275","38220",2012,1456743
"new.row.1276","45500",1969,263250
"new.row.1277","45500",1970,254827
"new.row.1278","45500",1971,255105
"new.row.1279","45500",1972,281733
"new.row.1280","45500",1973,304202
"new.row.1281","45500",1974,328485
"new.row.1282","45500",1975,342916
"new.row.1283","45500",1976,385267
"new.row.1284","45500",1977,427969
"new.row.1285","45500",1978,483947
"new.row.1286","45500",1979,574164
"new.row.1287","45500",1980,592041
"new.row.1288","45500",1981,654858
"new.row.1289","45500",1982,703346
"new.row.1290","45500",1983,745463
"new.row.1291","45500",1984,815919
