"","msa.fips","year","average.compensation.per.job"
"new.row.4164","25500",2001,33424
"new.row.4165","25500",2002,34098
"new.row.4166","25500",2003,35894
"new.row.4167","25500",2004,36900
"new.row.4168","25500",2005,38471
"new.row.4169","25500",2006,39656
"new.row.4170","25500",2007,41080
"new.row.4171","25500",2008,42960
"new.row.4172","25500",2009,44494
"new.row.4173","25500",2010,45035
"new.row.4174","25500",2011,45286
"new.row.4175","25500",2012,46904
"new.row.4176","31340",2001,35092
"new.row.4177","31340",2002,35962
"new.row.4178","31340",2003,37588
"new.row.4179","31340",2004,39047
"new.row.4180","31340",2005,40297
"new.row.4181","31340",2006,41548
"new.row.4182","31340",2007,43176
"new.row.4183","31340",2008,44215
"new.row.4184","31340",2009,45348
"new.row.4185","31340",2010,46444
"new.row.4186","31340",2011,46763
"new.row.4187","31340",2012,47564
"new.row.4188","40060",2001,43604
"new.row.4189","40060",2002,44786
"new.row.4190","40060",2003,46897
"new.row.4191","40060",2004,49711
"new.row.4192","40060",2005,51849
"new.row.4193","40060",2006,52975
"new.row.4194","40060",2007,55419
"new.row.4195","40060",2008,56650
"new.row.4196","40060",2009,57139
"new.row.4197","40060",2010,58539
"new.row.4198","40060",2011,59556
"new.row.4199","40060",2012,60517
"new.row.4200","40220",2001,36896
"new.row.4201","40220",2002,38739
"new.row.4202","40220",2003,40457
"new.row.4203","40220",2004,42545
"new.row.4204","40220",2005,43192
"new.row.4205","40220",2006,43925
"new.row.4206","40220",2007,45963
"new.row.4207","40220",2008,47511
"new.row.4208","40220",2009,49133
"new.row.4209","40220",2010,49562
"new.row.4210","40220",2011,50380
"new.row.4211","40220",2012,51500
"new.row.4212","44420",2001,34598
"new.row.4213","44420",2002,35718
"new.row.4214","44420",2003,37358
"new.row.4215","44420",2004,38261
"new.row.4216","44420",2005,39761
"new.row.4217","44420",2006,40002
"new.row.4218","44420",2007,41161
"new.row.4219","44420",2008,42299
"new.row.4220","44420",2009,43345
"new.row.4221","44420",2010,44349
"new.row.4222","44420",2011,44818
"new.row.4223","44420",2012,46403
"new.row.4224","49020",2001,35268
"new.row.4225","49020",2002,37091
"new.row.4226","49020",2003,38730
"new.row.4227","49020",2004,40379
"new.row.4228","49020",2005,42401
"new.row.4229","49020",2006,43320
"new.row.4230","49020",2007,44829
"new.row.4231","49020",2008,46212
"new.row.4232","49020",2009,48218
"new.row.4233","49020",2010,49658
"new.row.4234","49020",2011,50003
"new.row.4235","49020",2012,51030
"new.row.4236","13380",2001,35232
"new.row.4237","13380",2002,35779
"new.row.4238","13380",2003,37393
"new.row.4239","13380",2004,38905
"new.row.4240","13380",2005,40596
"new.row.4241","13380",2006,42018
"new.row.4242","13380",2007,44053
"new.row.4243","13380",2008,46088
"new.row.4244","13380",2009,48518
"new.row.4245","13380",2010,50117
"new.row.4246","13380",2011,50959
"new.row.4247","13380",2012,52299
"new.row.4248","14740",2001,40708
"new.row.4249","14740",2002,43723
"new.row.4250","14740",2003,45891
"new.row.4251","14740",2004,47774
"new.row.4252","14740",2005,49473
"new.row.4253","14740",2006,51250
"new.row.4254","14740",2007,53516
"new.row.4255","14740",2008,55232
"new.row.4256","14740",2009,57462
"new.row.4257","14740",2010,60113
"new.row.4258","14740",2011,61296
"new.row.4259","14740",2012,62073
"new.row.4260","28420",2001,41996
"new.row.4261","28420",2002,43841
"new.row.4262","28420",2003,45287
"new.row.4263","28420",2004,47702
"new.row.4264","28420",2005,49226
"new.row.4265","28420",2006,49277
"new.row.4266","28420",2007,51752
"new.row.4267","28420",2008,53583
"new.row.4268","28420",2009,55875
"new.row.4269","28420",2010,58401
"new.row.4270","28420",2011,59520
"new.row.4271","28420",2012,57613
"new.row.4272","31020",2001,38951
"new.row.4273","31020",2002,39847
"new.row.4274","31020",2003,40572
"new.row.4275","31020",2004,42212
"new.row.4276","31020",2005,43706
"new.row.4277","31020",2006,44654
"new.row.4278","31020",2007,47145
"new.row.4279","31020",2008,48250
"new.row.4280","31020",2009,48328
"new.row.4281","31020",2010,50715
"new.row.4282","31020",2011,51263
"new.row.4283","31020",2012,53189
"new.row.4284","34580",2001,36417
"new.row.4285","34580",2002,37808
"new.row.4286","34580",2003,38678
"new.row.4287","34580",2004,39718
"new.row.4288","34580",2005,41621
"new.row.4289","34580",2006,43095
"new.row.4290","34580",2007,45329
"new.row.4291","34580",2008,47476
"new.row.4292","34580",2009,48297
"new.row.4293","34580",2010,49191
"new.row.4294","34580",2011,49917
"new.row.4295","34580",2012,51432
"new.row.4296","36500",2001,41444
"new.row.4297","36500",2002,42294
"new.row.4298","36500",2003,43543
"new.row.4299","36500",2004,45340
"new.row.4300","36500",2005,47249
"new.row.4301","36500",2006,48774
"new.row.4302","36500",2007,51558
"new.row.4303","36500",2008,53055
"new.row.4304","36500",2009,54071
"new.row.4305","36500",2010,55481
"new.row.4306","36500",2011,55893
"new.row.4307","36500",2012,56234
"new.row.4308","42660",2001,52667
"new.row.4309","42660",2002,53896
"new.row.4310","42660",2003,55496
"new.row.4311","42660",2004,57378
"new.row.4312","42660",2005,58990
"new.row.4313","42660",2006,61637
"new.row.4314","42660",2007,65002
"new.row.4315","42660",2008,66525
"new.row.4316","42660",2009,67716
"new.row.4317","42660",2010,70419
"new.row.4318","42660",2011,72615
"new.row.4319","42660",2012,75028
"new.row.4320","44060",2001,37362
"new.row.4321","44060",2002,38342
"new.row.4322","44060",2003,39412
"new.row.4323","44060",2004,41140
"new.row.4324","44060",2005,42712
"new.row.4325","44060",2006,44004
"new.row.4326","44060",2007,45934
"new.row.4327","44060",2008,47479
"new.row.4328","44060",2009,48604
"new.row.4329","44060",2010,50253
"new.row.4330","44060",2011,51573
"new.row.4331","44060",2012,52791
"new.row.4332","47460",2001,33678
"new.row.4333","47460",2002,34499
"new.row.4334","47460",2003,35949
"new.row.4335","47460",2004,37870
"new.row.4336","47460",2005,39212
"new.row.4337","47460",2006,40876
"new.row.4338","47460",2007,43822
"new.row.4339","47460",2008,45384
"new.row.4340","47460",2009,46532
"new.row.4341","47460",2010,47514
"new.row.4342","47460",2011,48454
"new.row.4343","47460",2012,48815
"new.row.4344","48300",2001,32677
"new.row.4345","48300",2002,33670
"new.row.4346","48300",2003,34629
"new.row.4347","48300",2004,36068
"new.row.4348","48300",2005,37260
"new.row.4349","48300",2006,38419
"new.row.4350","48300",2007,40148
"new.row.4351","48300",2008,41642
"new.row.4352","48300",2009,41865
"new.row.4353","48300",2010,42718
"new.row.4354","48300",2011,43624
"new.row.4355","48300",2012,43958
"new.row.4356","49420",2001,32460
"new.row.4357","49420",2002,33102
"new.row.4358","49420",2003,34153
"new.row.4359","49420",2004,36152
"new.row.4360","49420",2005,37980
"new.row.4361","49420",2006,38476
"new.row.4362","49420",2007,40499
"new.row.4363","49420",2008,42015
"new.row.4364","49420",2009,42473
"new.row.4365","49420",2010,43448
"new.row.4366","49420",2011,43836
"new.row.4367","49420",2012,44562
"new.row.4368","13220",2001,33049
"new.row.4369","13220",2002,33715
"new.row.4370","13220",2003,34666
"new.row.4371","13220",2004,36153
"new.row.4372","13220",2005,37696
"new.row.4373","13220",2006,39455
"new.row.4374","13220",2007,40590
"new.row.4375","13220",2008,43265
"new.row.4376","13220",2009,44553
"new.row.4377","13220",2010,45716
"new.row.4378","13220",2011,47903
"new.row.4379","13220",2012,48513
"new.row.4380","16620",2001,39800
"new.row.4381","16620",2002,40469
"new.row.4382","16620",2003,41667
"new.row.4383","16620",2004,43390
"new.row.4384","16620",2005,45250
"new.row.4385","16620",2006,47451
"new.row.4386","16620",2007,48577
"new.row.4387","16620",2008,50444
"new.row.4388","16620",2009,51483
"new.row.4389","16620",2010,52094
"new.row.4390","16620",2011,54181
"new.row.4391","16620",2012,54853
"new.row.4392","34060",2001,35419
"new.row.4393","34060",2002,36356
"new.row.4394","34060",2003,38120
"new.row.4395","34060",2004,38996
"new.row.4396","34060",2005,40490
"new.row.4397","34060",2006,42934
"new.row.4398","34060",2007,43758
"new.row.4399","34060",2008,46228
"new.row.4400","34060",2009,48637
"new.row.4401","34060",2010,50985
"new.row.4402","34060",2011,52262
"new.row.4403","34060",2012,53114
"new.row.4404","37620",2001,35132
"new.row.4405","37620",2002,36216
"new.row.4406","37620",2003,37201
"new.row.4407","37620",2004,38739
"new.row.4408","37620",2005,39197
"new.row.4409","37620",2006,41064
"new.row.4410","37620",2007,41624
"new.row.4411","37620",2008,42869
"new.row.4412","37620",2009,43232
"new.row.4413","37620",2010,44198
"new.row.4414","37620",2011,45230
"new.row.4415","37620",2012,46940
"new.row.4416","11540",2001,39035
"new.row.4417","11540",2002,39683
"new.row.4418","11540",2003,40964
"new.row.4419","11540",2004,42815
"new.row.4420","11540",2005,44100
"new.row.4421","11540",2006,45116
"new.row.4422","11540",2007,46776
"new.row.4423","11540",2008,48238
"new.row.4424","11540",2009,48488
"new.row.4425","11540",2010,49518
"new.row.4426","11540",2011,51032
"new.row.4427","11540",2012,52377
"new.row.4428","20740",2001,34624
"new.row.4429","20740",2002,36349
"new.row.4430","20740",2003,37351
"new.row.4431","20740",2004,38565
"new.row.4432","20740",2005,39712
"new.row.4433","20740",2006,40815
"new.row.4434","20740",2007,42242
"new.row.4435","20740",2008,43497
"new.row.4436","20740",2009,44940
"new.row.4437","20740",2010,45655
"new.row.4438","20740",2011,46222
"new.row.4439","20740",2012,47623
"new.row.4440","22540",2001,35823
"new.row.4441","22540",2002,37015
"new.row.4442","22540",2003,38713
"new.row.4443","22540",2004,40716
"new.row.4444","22540",2005,42062
"new.row.4445","22540",2006,43026
"new.row.4446","22540",2007,44789
"new.row.4447","22540",2008,46665
"new.row.4448","22540",2009,47043
"new.row.4449","22540",2010,47732
"new.row.4450","22540",2011,48933
"new.row.4451","22540",2012,51042
"new.row.4452","24580",2001,39665
"new.row.4453","24580",2002,41419
"new.row.4454","24580",2003,42666
"new.row.4455","24580",2004,44387
"new.row.4456","24580",2005,45453
"new.row.4457","24580",2006,47006
"new.row.4458","24580",2007,48512
"new.row.4459","24580",2008,50405
"new.row.4460","24580",2009,51246
"new.row.4461","24580",2010,52136
"new.row.4462","24580",2011,53615
"new.row.4463","24580",2012,54464
"new.row.4464","27500",2001,39570
"new.row.4465","27500",2002,41668
"new.row.4466","27500",2003,43513
"new.row.4467","27500",2004,43706
"new.row.4468","27500",2005,44223
"new.row.4469","27500",2006,47344
"new.row.4470","27500",2007,47654
"new.row.4471","27500",2008,48048
"new.row.4472","27500",2009,48463
"new.row.4473","27500",2010,48337
"new.row.4474","27500",2011,50352
"new.row.4475","27500",2012,52016
"new.row.4476","31540",2001,40680
"new.row.4477","31540",2002,42759
"new.row.4478","31540",2003,44343
"new.row.4479","31540",2004,46119
"new.row.4480","31540",2005,47458
"new.row.4481","31540",2006,49066
"new.row.4482","31540",2007,50734
"new.row.4483","31540",2008,52477
"new.row.4484","31540",2009,53671
"new.row.4485","31540",2010,54400
"new.row.4486","31540",2011,56447
"new.row.4487","31540",2012,57585
"new.row.4488","33340",2001,44231
"new.row.4489","33340",2002,45724
"new.row.4490","33340",2003,47452
"new.row.4491","33340",2004,49579
"new.row.4492","33340",2005,50908
"new.row.4493","33340",2006,53136
"new.row.4494","33340",2007,54646
"new.row.4495","33340",2008,56246
"new.row.4496","33340",2009,57043
"new.row.4497","33340",2010,58104
"new.row.4498","33340",2011,60018
"new.row.4499","33340",2012,60952
"new.row.4500","36780",2001,42918
"new.row.4501","36780",2002,44079
"new.row.4502","36780",2003,45774
"new.row.4503","36780",2004,48201
"new.row.4504","36780",2005,49289
"new.row.4505","36780",2006,50108
"new.row.4506","36780",2007,52076
"new.row.4507","36780",2008,53340
"new.row.4508","36780",2009,53493
"new.row.4509","36780",2010,55310
"new.row.4510","36780",2011,56430
"new.row.4511","36780",2012,58075
"new.row.4512","39540",2001,41770
"new.row.4513","39540",2002,43413
"new.row.4514","39540",2003,45586
"new.row.4515","39540",2004,47299
"new.row.4516","39540",2005,48513
"new.row.4517","39540",2006,50094
"new.row.4518","39540",2007,52396
"new.row.4519","39540",2008,53320
"new.row.4520","39540",2009,53488
"new.row.4521","39540",2010,54609
"new.row.4522","39540",2011,56305
"new.row.4523","39540",2012,57344
"new.row.4524","43100",2001,38648
"new.row.4525","43100",2002,40658
"new.row.4526","43100",2003,42241
"new.row.4527","43100",2004,44415
"new.row.4528","43100",2005,45013
"new.row.4529","43100",2006,46085
"new.row.4530","43100",2007,47718
"new.row.4531","43100",2008,48891
"new.row.4532","43100",2009,50013
"new.row.4533","43100",2010,51054
"new.row.4534","43100",2011,52194
"new.row.4535","43100",2012,53851
"new.row.4536","48140",2001,37148
"new.row.4537","48140",2002,38654
"new.row.4538","48140",2003,40164
"new.row.4539","48140",2004,41629
"new.row.4540","48140",2005,42978
"new.row.4541","48140",2006,44463
"new.row.4542","48140",2007,46263
"new.row.4543","48140",2008,47561
"new.row.4544","48140",2009,47984
"new.row.4545","48140",2010,48494
"new.row.4546","48140",2011,49381
"new.row.4547","48140",2012,50953
"new.row.4548","16220",2001,34985
"new.row.4549","16220",2002,35941
"new.row.4550","16220",2003,37587
"new.row.4551","16220",2004,39973
"new.row.4552","16220",2005,43063
"new.row.4553","16220",2006,48274
"new.row.4554","16220",2007,51510
"new.row.4555","16220",2008,54864
"new.row.4556","16220",2009,52927
"new.row.4557","16220",2010,55385
"new.row.4558","16220",2011,57712
"new.row.4559","16220",2012,60153
"new.row.4560","16940",2001,36487
"new.row.4561","16940",2002,38528
"new.row.4562","16940",2003,40243
"new.row.4563","16940",2004,42018
"new.row.4564","16940",2005,43777
"new.row.4565","16940",2006,47989
"new.row.4566","16940",2007,49222
"new.row.4567","16940",2008,51024
"new.row.4568","16940",2009,51945
"new.row.4569","16940",2010,53445
"new.row.4570","16940",2011,55069
"new.row.4571","16940",2012,57123
