"","msa.fips","year","total.employment"
"new.row.869","43420",1983,33925
"new.row.870","43420",1984,35381
"new.row.871","43420",1985,36956
"new.row.872","43420",1986,38102
"new.row.873","43420",1987,38917
"new.row.874","43420",1988,39320
"new.row.875","43420",1989,39979
"new.row.876","43420",1990,40361
"new.row.877","43420",1991,39034
"new.row.878","43420",1992,40872
"new.row.879","43420",1993,42304
"new.row.880","43420",1994,44449
"new.row.881","43420",1995,44987
"new.row.882","43420",1996,46281
"new.row.883","43420",1997,47434
"new.row.884","43420",1998,47859
"new.row.885","43420",1999,48411
"new.row.886","43420",2000,50646
"new.row.887","43420",2001,51597
"new.row.888","43420",2002,51393
"new.row.889","43420",2003,53365
"new.row.890","43420",2004,55197
"new.row.891","43420",2005,57420
"new.row.892","43420",2006,58680
"new.row.893","43420",2007,60633
"new.row.894","43420",2008,59013
"new.row.895","43420",2009,58417
"new.row.896","43420",2010,58035
"new.row.897","43420",2011,57732
"new.row.898","43420",2012,56477
"new.row.899","43420",2013,55060
"new.row.900","46060",1969,135562
"new.row.901","46060",1970,144257
"new.row.902","46060",1971,153910
"new.row.903","46060",1972,165820
"new.row.904","46060",1973,177412
"new.row.905","46060",1974,181576
"new.row.906","46060",1975,180791
"new.row.907","46060",1976,185903
"new.row.908","46060",1977,193919
"new.row.909","46060",1978,206946
"new.row.910","46060",1979,224813
"new.row.911","46060",1980,234354
"new.row.912","46060",1981,240604
"new.row.913","46060",1982,245297
"new.row.914","46060",1983,253316
"new.row.915","46060",1984,271828
"new.row.916","46060",1985,291177
"new.row.917","46060",1986,302631
"new.row.918","46060",1987,308273
"new.row.919","46060",1988,318154
"new.row.920","46060",1989,318020
"new.row.921","46060",1990,318925
"new.row.922","46060",1991,323434
"new.row.923","46060",1992,328018
"new.row.924","46060",1993,343969
"new.row.925","46060",1994,367152
"new.row.926","46060",1995,381587
"new.row.927","46060",1996,389883
"new.row.928","46060",1997,399857
"new.row.929","46060",1998,416641
"new.row.930","46060",1999,425999
"new.row.931","46060",2000,442901
"new.row.932","46060",2001,442597
"new.row.933","46060",2002,442491
"new.row.934","46060",2003,450151
"new.row.935","46060",2004,469406
"new.row.936","46060",2005,485364
"new.row.937","46060",2006,507497
"new.row.938","46060",2007,523757
"new.row.939","46060",2008,510722
"new.row.940","46060",2009,491337
"new.row.941","46060",2010,483900
"new.row.942","46060",2011,484922
"new.row.943","46060",2012,491490
"new.row.944","46060",2013,496611
"new.row.945","49740",1969,28477
"new.row.946","49740",1970,29730
"new.row.947","49740",1971,31172
"new.row.948","49740",1972,31018
"new.row.949","49740",1973,31328
"new.row.950","49740",1974,32675
"new.row.951","49740",1975,33614
"new.row.952","49740",1976,35033
"new.row.953","49740",1977,36573
"new.row.954","49740",1978,38692
"new.row.955","49740",1979,39541
"new.row.956","49740",1980,40634
"new.row.957","49740",1981,40844
"new.row.958","49740",1982,40449
"new.row.959","49740",1983,38578
"new.row.960","49740",1984,40324
"new.row.961","49740",1985,41031
"new.row.962","49740",1986,42571
"new.row.963","49740",1987,45954
"new.row.964","49740",1988,48117
"new.row.965","49740",1989,50231
"new.row.966","49740",1990,50626
"new.row.967","49740",1991,53294
"new.row.968","49740",1992,54781
"new.row.969","49740",1993,55460
"new.row.970","49740",1994,57080
"new.row.971","49740",1995,59415
"new.row.972","49740",1996,63061
"new.row.973","49740",1997,63462
"new.row.974","49740",1998,66606
"new.row.975","49740",1999,67016
"new.row.976","49740",2000,68052
"new.row.977","49740",2001,70219
"new.row.978","49740",2002,72220
"new.row.979","49740",2003,73936
"new.row.980","49740",2004,77576
"new.row.981","49740",2005,79812
"new.row.982","49740",2006,82816
"new.row.983","49740",2007,84134
"new.row.984","49740",2008,83426
"new.row.985","49740",2009,80103
"new.row.986","49740",2010,79716
"new.row.987","49740",2011,81038
"new.row.988","49740",2012,82414
"new.row.989","49740",2013,83137
"new.row.990","22220",1969,68631
"new.row.991","22220",1970,70807
"new.row.992","22220",1971,71683
"new.row.993","22220",1972,75556
"new.row.994","22220",1973,78403
"new.row.995","22220",1974,80412
"new.row.996","22220",1975,78703
"new.row.997","22220",1976,83760
"new.row.998","22220",1977,88950
"new.row.999","22220",1978,93869
"new.row.1000","22220",1979,97375
"new.row.1001","22220",1980,99074
"new.row.1002","22220",1981,101476
"new.row.1003","22220",1982,101411
"new.row.1004","22220",1983,104781
"new.row.1005","22220",1984,110511
"new.row.1006","22220",1985,114621
"new.row.1007","22220",1986,119025
"new.row.1008","22220",1987,125866
"new.row.1009","22220",1988,132435
"new.row.1010","22220",1989,136787
"new.row.1011","22220",1990,139593
"new.row.1012","22220",1991,146715
"new.row.1013","22220",1992,153194
"new.row.1014","22220",1993,163449
"new.row.1015","22220",1994,172371
"new.row.1016","22220",1995,183452
"new.row.1017","22220",1996,189353
"new.row.1018","22220",1997,193813
"new.row.1019","22220",1998,196865
"new.row.1020","22220",1999,203117
"new.row.1021","22220",2000,209646
"new.row.1022","22220",2001,218496
"new.row.1023","22220",2002,225455
"new.row.1024","22220",2003,230493
"new.row.1025","22220",2004,238571
"new.row.1026","22220",2005,250905
"new.row.1027","22220",2006,261047
"new.row.1028","22220",2007,265729
"new.row.1029","22220",2008,266349
"new.row.1030","22220",2009,258917
"new.row.1031","22220",2010,259237
"new.row.1032","22220",2011,266410
"new.row.1033","22220",2012,273106
"new.row.1034","22220",2013,279650
"new.row.1035","22900",1969,62845
"new.row.1036","22900",1970,63978
"new.row.1037","22900",1971,66079
"new.row.1038","22900",1972,69301
"new.row.1039","22900",1973,72952
"new.row.1040","22900",1974,76608
"new.row.1041","22900",1975,76082
"new.row.1042","22900",1976,79870
"new.row.1043","22900",1977,84651
"new.row.1044","22900",1978,89078
"new.row.1045","22900",1979,89789
"new.row.1046","22900",1980,89678
"new.row.1047","22900",1981,92299
"new.row.1048","22900",1982,89608
"new.row.1049","22900",1983,93043
"new.row.1050","22900",1984,98057
"new.row.1051","22900",1985,100810
"new.row.1052","22900",1986,103742
"new.row.1053","22900",1987,108679
"new.row.1054","22900",1988,112329
"new.row.1055","22900",1989,113097
"new.row.1056","22900",1990,114149
"new.row.1057","22900",1991,116211
"new.row.1058","22900",1992,118602
"new.row.1059","22900",1993,124499
"new.row.1060","22900",1994,128786
"new.row.1061","22900",1995,133767
"new.row.1062","22900",1996,136556
"new.row.1063","22900",1997,138117
"new.row.1064","22900",1998,139946
"new.row.1065","22900",1999,142503
"new.row.1066","22900",2000,144565
"new.row.1067","22900",2001,144289
"new.row.1068","22900",2002,143028
"new.row.1069","22900",2003,143183
"new.row.1070","22900",2004,144952
"new.row.1071","22900",2005,149031
"new.row.1072","22900",2006,153017
"new.row.1073","22900",2007,156551
"new.row.1074","22900",2008,154882
"new.row.1075","22900",2009,149560
"new.row.1076","22900",2010,146618
"new.row.1077","22900",2011,145133
"new.row.1078","22900",2012,145198
"new.row.1079","22900",2013,144861
"new.row.1080","26300",1969,22397
"new.row.1081","26300",1970,23344
"new.row.1082","26300",1971,25542
"new.row.1083","26300",1972,26849
"new.row.1084","26300",1973,28786
"new.row.1085","26300",1974,29920
"new.row.1086","26300",1975,27808
"new.row.1087","26300",1976,29099
"new.row.1088","26300",1977,30813
"new.row.1089","26300",1978,31529
"new.row.1090","26300",1979,31939
"new.row.1091","26300",1980,31739
"new.row.1092","26300",1981,31654
"new.row.1093","26300",1982,31979
"new.row.1094","26300",1983,32719
"new.row.1095","26300",1984,33519
"new.row.1096","26300",1985,34063
"new.row.1097","26300",1986,34160
"new.row.1098","26300",1987,34459
"new.row.1099","26300",1988,34781
"new.row.1100","26300",1989,35525
"new.row.1101","26300",1990,35662
"new.row.1102","26300",1991,36928
"new.row.1103","26300",1992,38245
"new.row.1104","26300",1993,40364
"new.row.1105","26300",1994,41171
"new.row.1106","26300",1995,43164
"new.row.1107","26300",1996,43870
"new.row.1108","26300",1997,45357
"new.row.1109","26300",1998,45789
"new.row.1110","26300",1999,46335
"new.row.1111","26300",2000,47228
"new.row.1112","26300",2001,48295
"new.row.1113","26300",2002,48046
"new.row.1114","26300",2003,48952
"new.row.1115","26300",2004,50063
"new.row.1116","26300",2005,51313
"new.row.1117","26300",2006,52845
"new.row.1118","26300",2007,53682
"new.row.1119","26300",2008,52815
"new.row.1120","26300",2009,52002
"new.row.1121","26300",2010,51170
"new.row.1122","26300",2011,51807
"new.row.1123","26300",2012,52261
"new.row.1124","26300",2013,52614
"new.row.1125","27860",1969,34285
"new.row.1126","27860",1970,34569
"new.row.1127","27860",1971,35576
"new.row.1128","27860",1972,36928
"new.row.1129","27860",1973,37486
"new.row.1130","27860",1974,37982
"new.row.1131","27860",1975,38045
"new.row.1132","27860",1976,39374
"new.row.1133","27860",1977,41014
"new.row.1134","27860",1978,42812
"new.row.1135","27860",1979,42949
"new.row.1136","27860",1980,42267
"new.row.1137","27860",1981,40797
"new.row.1138","27860",1982,40231
"new.row.1139","27860",1983,40737
"new.row.1140","27860",1984,42557
"new.row.1141","27860",1985,43490
"new.row.1142","27860",1986,44766
"new.row.1143","27860",1987,46963
"new.row.1144","27860",1988,48776
"new.row.1145","27860",1989,49447
"new.row.1146","27860",1990,49752
"new.row.1147","27860",1991,49788
"new.row.1148","27860",1992,51479
"new.row.1149","27860",1993,52981
"new.row.1150","27860",1994,53314
"new.row.1151","27860",1995,56015
"new.row.1152","27860",1996,56986
"new.row.1153","27860",1997,57997
"new.row.1154","27860",1998,59040
"new.row.1155","27860",1999,60497
"new.row.1156","27860",2000,61282
"new.row.1157","27860",2001,60660
"new.row.1158","27860",2002,60762
"new.row.1159","27860",2003,61301
"new.row.1160","27860",2004,62572
"new.row.1161","27860",2005,63303
"new.row.1162","27860",2006,64836
"new.row.1163","27860",2007,64805
"new.row.1164","27860",2008,64707
"new.row.1165","27860",2009,64346
"new.row.1166","27860",2010,65009
"new.row.1167","27860",2011,67541
"new.row.1168","27860",2012,67800
"new.row.1169","27860",2013,68989
"new.row.1170","30780",1969,187644
"new.row.1171","30780",1970,189395
"new.row.1172","30780",1971,196544
"new.row.1173","30780",1972,209206
"new.row.1174","30780",1973,221631
"new.row.1175","30780",1974,229229
"new.row.1176","30780",1975,226577
"new.row.1177","30780",1976,234682
"new.row.1178","30780",1977,243509
"new.row.1179","30780",1978,254644
"new.row.1180","30780",1979,260249
"new.row.1181","30780",1980,259470
"new.row.1182","30780",1981,257023
"new.row.1183","30780",1982,256891
"new.row.1184","30780",1983,264519
"new.row.1185","30780",1984,275936
"new.row.1186","30780",1985,284898
"new.row.1187","30780",1986,289743
"new.row.1188","30780",1987,295390
"new.row.1189","30780",1988,304689
"new.row.1190","30780",1989,312014
"new.row.1191","30780",1990,317357
"new.row.1192","30780",1991,324532
"new.row.1193","30780",1992,331121
"new.row.1194","30780",1993,341004
"new.row.1195","30780",1994,347270
"new.row.1196","30780",1995,361633
"new.row.1197","30780",1996,370043
"new.row.1198","30780",1997,376359
"new.row.1199","30780",1998,382150
"new.row.1200","30780",1999,387631
"new.row.1201","30780",2000,392229
"new.row.1202","30780",2001,393780
"new.row.1203","30780",2002,391912
"new.row.1204","30780",2003,394882
"new.row.1205","30780",2004,401510
"new.row.1206","30780",2005,410123
"new.row.1207","30780",2006,421532
"new.row.1208","30780",2007,430615
"new.row.1209","30780",2008,431393
"new.row.1210","30780",2009,424938
"new.row.1211","30780",2010,423727
"new.row.1212","30780",2011,431622
"new.row.1213","30780",2012,432804
"new.row.1214","30780",2013,435797
"new.row.1215","32820",1969,415901
"new.row.1216","32820",1970,414524
"new.row.1217","32820",1971,429167
"new.row.1218","32820",1972,455373
"new.row.1219","32820",1973,472452
"new.row.1220","32820",1974,479924
"new.row.1221","32820",1975,463926
"new.row.1222","32820",1976,466956
"new.row.1223","32820",1977,481178
"new.row.1224","32820",1978,500999
"new.row.1225","32820",1979,513957
"new.row.1226","32820",1980,514719
"new.row.1227","32820",1981,503394
"new.row.1228","32820",1982,491268
"new.row.1229","32820",1983,501064
"new.row.1230","32820",1984,522360
"new.row.1231","32820",1985,533858
"new.row.1232","32820",1986,551772
"new.row.1233","32820",1987,573250
"new.row.1234","32820",1988,595468
"new.row.1235","32820",1989,616435
"new.row.1236","32820",1990,623835
"new.row.1237","32820",1991,618879
"new.row.1238","32820",1992,620945
"new.row.1239","32820",1993,638087
"new.row.1240","32820",1994,671106
"new.row.1241","32820",1995,688368
"new.row.1242","32820",1996,702296
"new.row.1243","32820",1997,721454
"new.row.1244","32820",1998,741209
"new.row.1245","32820",1999,751679
"new.row.1246","32820",2000,764311
"new.row.1247","32820",2001,763816
"new.row.1248","32820",2002,759821
"new.row.1249","32820",2003,759311
"new.row.1250","32820",2004,769925
"new.row.1251","32820",2005,782884
"new.row.1252","32820",2006,802196
"new.row.1253","32820",2007,816872
"new.row.1254","32820",2008,811578
"new.row.1255","32820",2009,782290
"new.row.1256","32820",2010,777976
"new.row.1257","32820",2011,795914
"new.row.1258","32820",2012,802435
"new.row.1259","32820",2013,808342
"new.row.1260","38220",1969,39788
"new.row.1261","38220",1970,38872
"new.row.1262","38220",1971,39197
"new.row.1263","38220",1972,39993
"new.row.1264","38220",1973,41117
"new.row.1265","38220",1974,42161
"new.row.1266","38220",1975,40227
"new.row.1267","38220",1976,40529
"new.row.1268","38220",1977,42336
"new.row.1269","38220",1978,45097
"new.row.1270","38220",1979,46194
"new.row.1271","38220",1980,46894
"new.row.1272","38220",1981,44628
"new.row.1273","38220",1982,42054
"new.row.1274","38220",1983,42484
"new.row.1275","38220",1984,42993
"new.row.1276","38220",1985,43590
"new.row.1277","38220",1986,45357
"new.row.1278","38220",1987,44835
"new.row.1279","38220",1988,46386
"new.row.1280","38220",1989,47039
"new.row.1281","38220",1990,47603
"new.row.1282","38220",1991,47185
"new.row.1283","38220",1992,47356
"new.row.1284","38220",1993,48353
"new.row.1285","38220",1994,47473
"new.row.1286","38220",1995,48926
"new.row.1287","38220",1996,49406
"new.row.1288","38220",1997,49381
"new.row.1289","38220",1998,49233
"new.row.1290","38220",1999,49256
"new.row.1291","38220",2000,49453
"new.row.1292","38220",2001,49105
"new.row.1293","38220",2002,48185
"new.row.1294","38220",2003,48629
"new.row.1295","38220",2004,49461
"new.row.1296","38220",2005,49239
"new.row.1297","38220",2006,49060
"new.row.1298","38220",2007,48282
"new.row.1299","38220",2008,47800
"new.row.1300","38220",2009,47513
"new.row.1301","38220",2010,47239
"new.row.1302","38220",2011,47191
"new.row.1303","38220",2012,46658
"new.row.1304","38220",2013,45417
"new.row.1305","45500",1969,55888
"new.row.1306","45500",1970,51614
"new.row.1307","45500",1971,49646
"new.row.1308","45500",1972,50603
"new.row.1309","45500",1973,51600
"new.row.1310","45500",1974,51969
"new.row.1311","45500",1975,50601
"new.row.1312","45500",1976,52595
"new.row.1313","45500",1977,54507
"new.row.1314","45500",1978,56842
"new.row.1315","45500",1979,59580
"new.row.1316","45500",1980,57931
"new.row.1317","45500",1981,57646
"new.row.1318","45500",1982,58212
"new.row.1319","45500",1983,59156
"new.row.1320","45500",1984,61554
"new.row.1321","45500",1985,62566
"new.row.1322","45500",1986,61580
"new.row.1323","45500",1987,62892
"new.row.1324","45500",1988,62821
"new.row.1325","45500",1989,64410
"new.row.1326","45500",1990,67025
"new.row.1327","45500",1991,66542
"new.row.1328","45500",1992,65220
"new.row.1329","45500",1993,66853
"new.row.1330","45500",1994,67344
"new.row.1331","45500",1995,69282
"new.row.1332","45500",1996,70753
"new.row.1333","45500",1997,71877
"new.row.1334","45500",1998,71017
"new.row.1335","45500",1999,72581
"new.row.1336","45500",2000,73735
"new.row.1337","45500",2001,73775
"new.row.1338","45500",2002,73589
