"","msa.fips","year","average.earnings.per.job"
"new.row.873","43420",2006,41252
"new.row.874","43420",2007,42394
"new.row.875","43420",2008,44715
"new.row.876","43420",2009,46050
"new.row.877","43420",2010,47879
"new.row.878","43420",2011,49119
"new.row.879","43420",2012,48565
"new.row.880","46060",1969,6784
"new.row.881","46060",1970,7190
"new.row.882","46060",1971,7798
"new.row.883","46060",1972,8325
"new.row.884","46060",1973,8892
"new.row.885","46060",1974,9528
"new.row.886","46060",1975,10065
"new.row.887","46060",1976,10712
"new.row.888","46060",1977,11414
"new.row.889","46060",1978,12259
"new.row.890","46060",1979,13477
"new.row.891","46060",1980,14576
"new.row.892","46060",1981,16028
"new.row.893","46060",1982,16474
"new.row.894","46060",1983,17304
"new.row.895","46060",1984,17952
"new.row.896","46060",1985,18388
"new.row.897","46060",1986,19334
"new.row.898","46060",1987,20117
"new.row.899","46060",1988,20732
"new.row.900","46060",1989,21224
"new.row.901","46060",1990,21694
"new.row.902","46060",1991,23090
"new.row.903","46060",1992,24348
"new.row.904","46060",1993,25276
"new.row.905","46060",1994,26087
"new.row.906","46060",1995,26500
"new.row.907","46060",1996,27429
"new.row.908","46060",1997,28442
"new.row.909","46060",1998,29891
"new.row.910","46060",1999,31507
"new.row.911","46060",2000,32787
"new.row.912","46060",2001,33676
"new.row.913","46060",2002,35100
"new.row.914","46060",2003,35985
"new.row.915","46060",2004,37065
"new.row.916","46060",2005,38568
"new.row.917","46060",2006,40484
"new.row.918","46060",2007,40912
"new.row.919","46060",2008,42713
"new.row.920","46060",2009,42584
"new.row.921","46060",2010,43250
"new.row.922","46060",2011,44082
"new.row.923","46060",2012,44591
"new.row.924","49740",1969,6341
"new.row.925","49740",1970,6589
"new.row.926","49740",1971,7216
"new.row.927","49740",1972,7915
"new.row.928","49740",1973,8380
"new.row.929","49740",1974,10524
"new.row.930","49740",1975,10337
"new.row.931","49740",1976,11236
"new.row.932","49740",1977,11628
"new.row.933","49740",1978,12298
"new.row.934","49740",1979,14702
"new.row.935","49740",1980,15717
"new.row.936","49740",1981,16228
"new.row.937","49740",1982,16521
"new.row.938","49740",1983,16163
"new.row.939","49740",1984,17765
"new.row.940","49740",1985,19479
"new.row.941","49740",1986,19420
"new.row.942","49740",1987,20985
"new.row.943","49740",1988,22907
"new.row.944","49740",1989,21505
"new.row.945","49740",1990,21930
"new.row.946","49740",1991,23310
"new.row.947","49740",1992,24016
"new.row.948","49740",1993,26126
"new.row.949","49740",1994,25232
"new.row.950","49740",1995,29193
"new.row.951","49740",1996,25693
"new.row.952","49740",1997,27826
"new.row.953","49740",1998,29635
"new.row.954","49740",1999,29582
"new.row.955","49740",2000,31272
"new.row.956","49740",2001,30843
"new.row.957","49740",2002,33507
"new.row.958","49740",2003,33841
"new.row.959","49740",2004,37069
"new.row.960","49740",2005,38397
"new.row.961","49740",2006,39365
"new.row.962","49740",2007,41676
"new.row.963","49740",2008,41513
"new.row.964","49740",2009,42754
"new.row.965","49740",2010,43618
"new.row.966","49740",2011,45023
"new.row.967","49740",2012,42638
"new.row.968","22220",1969,4612
"new.row.969","22220",1970,4631
"new.row.970","22220",1971,5126
"new.row.971","22220",1972,5852
"new.row.972","22220",1973,6764
"new.row.973","22220",1974,6650
"new.row.974","22220",1975,7846
"new.row.975","22220",1976,8414
"new.row.976","22220",1977,8912
"new.row.977","22220",1978,9884
"new.row.978","22220",1979,10508
"new.row.979","22220",1980,11117
"new.row.980","22220",1981,12143
"new.row.981","22220",1982,12587
"new.row.982","22220",1983,13572
"new.row.983","22220",1984,15275
"new.row.984","22220",1985,16120
"new.row.985","22220",1986,17569
"new.row.986","22220",1987,17779
"new.row.987","22220",1988,18594
"new.row.988","22220",1989,19854
"new.row.989","22220",1990,20624
"new.row.990","22220",1991,21072
"new.row.991","22220",1992,22731
"new.row.992","22220",1993,23003
"new.row.993","22220",1994,24134
"new.row.994","22220",1995,24585
"new.row.995","22220",1996,25331
"new.row.996","22220",1997,26438
"new.row.997","22220",1998,28587
"new.row.998","22220",1999,30457
"new.row.999","22220",2000,31723
"new.row.1000","22220",2001,33462
"new.row.1001","22220",2002,34616
"new.row.1002","22220",2003,36549
"new.row.1003","22220",2004,39051
"new.row.1004","22220",2005,39456
"new.row.1005","22220",2006,40268
"new.row.1006","22220",2007,41365
"new.row.1007","22220",2008,42656
"new.row.1008","22220",2009,43027
"new.row.1009","22220",2010,44929
"new.row.1010","22220",2011,45697
"new.row.1011","22220",2012,47440
"new.row.1012","22900",1969,5472
"new.row.1013","22900",1970,5786
"new.row.1014","22900",1971,6197
"new.row.1015","22900",1972,6688
"new.row.1016","22900",1973,7272
"new.row.1017","22900",1974,7856
"new.row.1018","22900",1975,8576
"new.row.1019","22900",1976,9327
"new.row.1020","22900",1977,10111
"new.row.1021","22900",1978,10923
"new.row.1022","22900",1979,11992
"new.row.1023","22900",1980,12925
"new.row.1024","22900",1981,14075
"new.row.1025","22900",1982,14609
"new.row.1026","22900",1983,15381
"new.row.1027","22900",1984,16518
"new.row.1028","22900",1985,17200
"new.row.1029","22900",1986,18075
"new.row.1030","22900",1987,18732
"new.row.1031","22900",1988,19367
"new.row.1032","22900",1989,20206
"new.row.1033","22900",1990,21007
"new.row.1034","22900",1991,21573
"new.row.1035","22900",1992,23360
"new.row.1036","22900",1993,23309
"new.row.1037","22900",1994,24523
"new.row.1038","22900",1995,24640
"new.row.1039","22900",1996,25164
"new.row.1040","22900",1997,26263
"new.row.1041","22900",1998,27804
"new.row.1042","22900",1999,28908
"new.row.1043","22900",2000,30592
"new.row.1044","22900",2001,31688
"new.row.1045","22900",2002,31948
"new.row.1046","22900",2003,33254
"new.row.1047","22900",2004,34969
"new.row.1048","22900",2005,36520
"new.row.1049","22900",2006,37958
"new.row.1050","22900",2007,37297
"new.row.1051","22900",2008,38409
"new.row.1052","22900",2009,37086
"new.row.1053","22900",2010,39091
"new.row.1054","22900",2011,40252
"new.row.1055","22900",2012,41334
"new.row.1056","26300",1969,4788
"new.row.1057","26300",1970,5150
"new.row.1058","26300",1971,5498
"new.row.1059","26300",1972,5988
"new.row.1060","26300",1973,6389
"new.row.1061","26300",1974,6890
"new.row.1062","26300",1975,7642
"new.row.1063","26300",1976,8431
"new.row.1064","26300",1977,9010
"new.row.1065","26300",1978,9867
"new.row.1066","26300",1979,10673
"new.row.1067","26300",1980,11715
"new.row.1068","26300",1981,12462
"new.row.1069","26300",1982,13016
"new.row.1070","26300",1983,13455
"new.row.1071","26300",1984,14187
"new.row.1072","26300",1985,14663
"new.row.1073","26300",1986,15287
"new.row.1074","26300",1987,15897
"new.row.1075","26300",1988,16476
"new.row.1076","26300",1989,17107
"new.row.1077","26300",1990,17960
"new.row.1078","26300",1991,18546
"new.row.1079","26300",1992,19563
"new.row.1080","26300",1993,20196
"new.row.1081","26300",1994,21346
"new.row.1082","26300",1995,21925
"new.row.1083","26300",1996,22381
"new.row.1084","26300",1997,22686
"new.row.1085","26300",1998,24231
"new.row.1086","26300",1999,25141
"new.row.1087","26300",2000,25842
"new.row.1088","26300",2001,26332
"new.row.1089","26300",2002,26960
"new.row.1090","26300",2003,27758
"new.row.1091","26300",2004,28553
"new.row.1092","26300",2005,29087
"new.row.1093","26300",2006,29885
"new.row.1094","26300",2007,29862
"new.row.1095","26300",2008,30789
"new.row.1096","26300",2009,30901
"new.row.1097","26300",2010,31960
"new.row.1098","26300",2011,33091
"new.row.1099","26300",2012,34416
"new.row.1100","27860",1969,4891
"new.row.1101","27860",1970,5495
"new.row.1102","27860",1971,5735
"new.row.1103","27860",1972,6138
"new.row.1104","27860",1973,7477
"new.row.1105","27860",1974,8084
"new.row.1106","27860",1975,8216
"new.row.1107","27860",1976,8576
"new.row.1108","27860",1977,9343
"new.row.1109","27860",1978,12017
"new.row.1110","27860",1979,11639
"new.row.1111","27860",1980,11488
"new.row.1112","27860",1981,13304
"new.row.1113","27860",1982,13481
"new.row.1114","27860",1983,13574
"new.row.1115","27860",1984,15486
"new.row.1116","27860",1985,15672
"new.row.1117","27860",1986,15530
"new.row.1118","27860",1987,16948
"new.row.1119","27860",1988,18131
"new.row.1120","27860",1989,18418
"new.row.1121","27860",1990,19119
"new.row.1122","27860",1991,20496
"new.row.1123","27860",1992,22123
"new.row.1124","27860",1993,22478
"new.row.1125","27860",1994,23751
"new.row.1126","27860",1995,24351
"new.row.1127","27860",1996,25219
"new.row.1128","27860",1997,26025
"new.row.1129","27860",1998,27137
"new.row.1130","27860",1999,28321
"new.row.1131","27860",2000,29440
"new.row.1132","27860",2001,29791
"new.row.1133","27860",2002,30310
"new.row.1134","27860",2003,33840
"new.row.1135","27860",2004,34914
"new.row.1136","27860",2005,35047
"new.row.1137","27860",2006,35791
"new.row.1138","27860",2007,36355
"new.row.1139","27860",2008,38718
"new.row.1140","27860",2009,37868
"new.row.1141","27860",2010,38943
"new.row.1142","27860",2011,39748
"new.row.1143","27860",2012,41852
"new.row.1144","30780",1969,6041
"new.row.1145","30780",1970,6479
"new.row.1146","30780",1971,7045
"new.row.1147","30780",1972,7571
"new.row.1148","30780",1973,8231
"new.row.1149","30780",1974,8904
"new.row.1150","30780",1975,9723
"new.row.1151","30780",1976,10527
"new.row.1152","30780",1977,11291
"new.row.1153","30780",1978,12343
"new.row.1154","30780",1979,13301
"new.row.1155","30780",1980,14468
"new.row.1156","30780",1981,15752
"new.row.1157","30780",1982,16632
"new.row.1158","30780",1983,17571
"new.row.1159","30780",1984,18494
"new.row.1160","30780",1985,19415
"new.row.1161","30780",1986,20309
"new.row.1162","30780",1987,20987
"new.row.1163","30780",1988,21579
"new.row.1164","30780",1989,22342
"new.row.1165","30780",1990,23553
"new.row.1166","30780",1991,24620
"new.row.1167","30780",1992,26367
"new.row.1168","30780",1993,26881
"new.row.1169","30780",1994,27885
"new.row.1170","30780",1995,28420
"new.row.1171","30780",1996,29386
"new.row.1172","30780",1997,30429
"new.row.1173","30780",1998,32220
"new.row.1174","30780",1999,33433
"new.row.1175","30780",2000,34914
"new.row.1176","30780",2001,36426
"new.row.1177","30780",2002,37745
"new.row.1178","30780",2003,39281
"new.row.1179","30780",2004,40876
"new.row.1180","30780",2005,41789
"new.row.1181","30780",2006,43273
"new.row.1182","30780",2007,45236
"new.row.1183","30780",2008,45139
"new.row.1184","30780",2009,46292
"new.row.1185","30780",2010,46498
"new.row.1186","30780",2011,47790
"new.row.1187","30780",2012,49462
"new.row.1188","32820",1969,6137
"new.row.1189","32820",1970,6628
"new.row.1190","32820",1971,7187
"new.row.1191","32820",1972,7751
"new.row.1192","32820",1973,8363
"new.row.1193","32820",1974,8946
"new.row.1194","32820",1975,9719
"new.row.1195","32820",1976,10525
"new.row.1196","32820",1977,11339
"new.row.1197","32820",1978,12363
"new.row.1198","32820",1979,13445
"new.row.1199","32820",1980,14492
"new.row.1200","32820",1981,15908
"new.row.1201","32820",1982,16879
"new.row.1202","32820",1983,17826
"new.row.1203","32820",1984,19109
"new.row.1204","32820",1985,20142
"new.row.1205","32820",1986,20839
"new.row.1206","32820",1987,21940
"new.row.1207","32820",1988,22851
"new.row.1208","32820",1989,23662
"new.row.1209","32820",1990,24938
"new.row.1210","32820",1991,26276
"new.row.1211","32820",1992,28441
"new.row.1212","32820",1993,29493
"new.row.1213","32820",1994,30445
"new.row.1214","32820",1995,31709
"new.row.1215","32820",1996,33001
"new.row.1216","32820",1997,34072
"new.row.1217","32820",1998,37787
"new.row.1218","32820",1999,38954
"new.row.1219","32820",2000,39660
"new.row.1220","32820",2001,42818
"new.row.1221","32820",2002,44158
"new.row.1222","32820",2003,45587
"new.row.1223","32820",2004,47289
"new.row.1224","32820",2005,47329
"new.row.1225","32820",2006,48188
"new.row.1226","32820",2007,48668
"new.row.1227","32820",2008,48967
"new.row.1228","32820",2009,48949
"new.row.1229","32820",2010,49769
"new.row.1230","32820",2011,50422
"new.row.1231","32820",2012,52455
"new.row.1232","38220",1969,5689
"new.row.1233","38220",1970,6077
"new.row.1234","38220",1971,6594
"new.row.1235","38220",1972,7032
"new.row.1236","38220",1973,8045
"new.row.1237","38220",1974,8183
"new.row.1238","38220",1975,9131
"new.row.1239","38220",1976,10253
"new.row.1240","38220",1977,10945
"new.row.1241","38220",1978,12269
"new.row.1242","38220",1979,13708
"new.row.1243","38220",1980,14351
"new.row.1244","38220",1981,15717
"new.row.1245","38220",1982,15939
"new.row.1246","38220",1983,16557
"new.row.1247","38220",1984,18009
"new.row.1248","38220",1985,18596
"new.row.1249","38220",1986,20005
"new.row.1250","38220",1987,20340
"new.row.1251","38220",1988,21576
"new.row.1252","38220",1989,21507
"new.row.1253","38220",1990,22570
"new.row.1254","38220",1991,22775
"new.row.1255","38220",1992,24632
"new.row.1256","38220",1993,24821
"new.row.1257","38220",1994,26542
"new.row.1258","38220",1995,26257
"new.row.1259","38220",1996,27354
"new.row.1260","38220",1997,28071
"new.row.1261","38220",1998,29364
"new.row.1262","38220",1999,30456
"new.row.1263","38220",2000,31729
"new.row.1264","38220",2001,32892
"new.row.1265","38220",2002,33741
"new.row.1266","38220",2003,36169
"new.row.1267","38220",2004,37931
"new.row.1268","38220",2005,38170
"new.row.1269","38220",2006,38972
"new.row.1270","38220",2007,39987
"new.row.1271","38220",2008,41166
"new.row.1272","38220",2009,40551
"new.row.1273","38220",2010,41792
"new.row.1274","38220",2011,41843
"new.row.1275","38220",2012,44238
"new.row.1276","45500",1969,6096
"new.row.1277","45500",1970,6516
"new.row.1278","45500",1971,6971
"new.row.1279","45500",1972,7664
"new.row.1280","45500",1973,8194
"new.row.1281","45500",1974,8829
"new.row.1282","45500",1975,9489
"new.row.1283","45500",1976,10272
"new.row.1284","45500",1977,10897
"new.row.1285","45500",1978,11802
"new.row.1286","45500",1979,13303
"new.row.1287","45500",1980,13930
"new.row.1288","45500",1981,15414
"new.row.1289","45500",1982,16293
"new.row.1290","45500",1983,17105
"new.row.1291","45500",1984,18392
"new.row.1292","45500",1985,19007
"new.row.1293","45500",1986,19889
"new.row.1294","45500",1987,20073
"new.row.1295","45500",1988,21049
"new.row.1296","45500",1989,21876
"new.row.1297","45500",1990,22648
"new.row.1298","45500",1991,23546
"new.row.1299","45500",1992,24720
"new.row.1300","45500",1993,24968
"new.row.1301","45500",1994,25669
"new.row.1302","45500",1995,26022
"new.row.1303","45500",1996,26696
"new.row.1304","45500",1997,28009
"new.row.1305","45500",1998,29011
"new.row.1306","45500",1999,30278
"new.row.1307","45500",2000,31067
"new.row.1308","45500",2001,31748
"new.row.1309","45500",2002,33010
"new.row.1310","45500",2003,34804
"new.row.1311","45500",2004,36614
"new.row.1312","45500",2005,37195
"new.row.1313","45500",2006,38546
"new.row.1314","45500",2007,39614
"new.row.1315","45500",2008,40576
"new.row.1316","45500",2009,40613
"new.row.1317","45500",2010,41486
"new.row.1318","45500",2011,41858
"new.row.1319","45500",2012,42847
"new.row.1320","12540",1969,7840
"new.row.1321","12540",1970,8124
"new.row.1322","12540",1971,8540
"new.row.1323","12540",1972,9086
"new.row.1324","12540",1973,9859
"new.row.1325","12540",1974,11072
"new.row.1326","12540",1975,11357
"new.row.1327","12540",1976,13328
"new.row.1328","12540",1977,13629
"new.row.1329","12540",1978,14387
"new.row.1330","12540",1979,16301
"new.row.1331","12540",1980,18357
"new.row.1332","12540",1981,18614
"new.row.1333","12540",1982,20361
"new.row.1334","12540",1983,20240
"new.row.1335","12540",1984,21691
"new.row.1336","12540",1985,22685
"new.row.1337","12540",1986,23806
"new.row.1338","12540",1987,24237
"new.row.1339","12540",1988,25548
"new.row.1340","12540",1989,26365
"new.row.1341","12540",1990,27966
"new.row.1342","12540",1991,28309
"new.row.1343","12540",1992,29753
"new.row.1344","12540",1993,31107
"new.row.1345","12540",1994,31020
"new.row.1346","12540",1995,30619
"new.row.1347","12540",1996,30896
"new.row.1348","12540",1997,31713
"new.row.1349","12540",1998,32291
"new.row.1350","12540",1999,32316
"new.row.1351","12540",2000,34655
"new.row.1352","12540",2001,36945
"new.row.1353","12540",2002,39166
"new.row.1354","12540",2003,40446
"new.row.1355","12540",2004,44131
"new.row.1356","12540",2005,45237
"new.row.1357","12540",2006,46847
"new.row.1358","12540",2007,48644
"new.row.1359","12540",2008,49777
"new.row.1360","12540",2009,49947
