"","msa.fips","year","dividends.interest.and.rent"
"new.row.892","43420",2006,854477
"new.row.893","43420",2007,948503
"new.row.894","43420",2008,918172
"new.row.895","43420",2009,905792
"new.row.896","43420",2010,887430
"new.row.897","43420",2011,971337
"new.row.898","43420",2012,962604
"new.row.899","43420",2013,982709
"new.row.900","46060",1969,279714
"new.row.901","46060",1970,333588
"new.row.902","46060",1971,376172
"new.row.903","46060",1972,419402
"new.row.904","46060",1973,469740
"new.row.905","46060",1974,540039
"new.row.906","46060",1975,590483
"new.row.907","46060",1976,636231
"new.row.908","46060",1977,713738
"new.row.909","46060",1978,852911
"new.row.910","46060",1979,998776
"new.row.911","46060",1980,1214886
"new.row.912","46060",1981,1504202
"new.row.913","46060",1982,1638521
"new.row.914","46060",1983,1811846
"new.row.915","46060",1984,2012748
"new.row.916","46060",1985,2206098
"new.row.917","46060",1986,2377727
"new.row.918","46060",1987,2495717
"new.row.919","46060",1988,2647449
"new.row.920","46060",1989,3100267
"new.row.921","46060",1990,3111026
"new.row.922","46060",1991,3093478
"new.row.923","46060",1992,3081475
"new.row.924","46060",1993,3440699
"new.row.925","46060",1994,3690935
"new.row.926","46060",1995,3961699
"new.row.927","46060",1996,4305513
"new.row.928","46060",1997,4556033
"new.row.929","46060",1998,4984589
"new.row.930","46060",1999,5060503
"new.row.931","46060",2000,5392179
"new.row.932","46060",2001,5432841
"new.row.933","46060",2002,5057776
"new.row.934","46060",2003,5262056
"new.row.935","46060",2004,6012537
"new.row.936","46060",2005,7101634
"new.row.937","46060",2006,7890564
"new.row.938","46060",2007,8347254
"new.row.939","46060",2008,8947447
"new.row.940","46060",2009,7293459
"new.row.941","46060",2010,7004194
"new.row.942","46060",2011,7626874
"new.row.943","46060",2012,8139931
"new.row.944","46060",2013,8312867
"new.row.945","49740",1969,31554
"new.row.946","49740",1970,41293
"new.row.947","49740",1971,48942
"new.row.948","49740",1972,52196
"new.row.949","49740",1973,60527
"new.row.950","49740",1974,69875
"new.row.951","49740",1975,78043
"new.row.952","49740",1976,84001
"new.row.953","49740",1977,91864
"new.row.954","49740",1978,108808
"new.row.955","49740",1979,128192
"new.row.956","49740",1980,151668
"new.row.957","49740",1981,174381
"new.row.958","49740",1982,195481
"new.row.959","49740",1983,198726
"new.row.960","49740",1984,228656
"new.row.961","49740",1985,250238
"new.row.962","49740",1986,275413
"new.row.963","49740",1987,283007
"new.row.964","49740",1988,279215
"new.row.965","49740",1989,303761
"new.row.966","49740",1990,313271
"new.row.967","49740",1991,320546
"new.row.968","49740",1992,327098
"new.row.969","49740",1993,337307
"new.row.970","49740",1994,371474
"new.row.971","49740",1995,396449
"new.row.972","49740",1996,419561
"new.row.973","49740",1997,454625
"new.row.974","49740",1998,486072
"new.row.975","49740",1999,488413
"new.row.976","49740",2000,514380
"new.row.977","49740",2001,544177
"new.row.978","49740",2002,537014
"new.row.979","49740",2003,576411
"new.row.980","49740",2004,616547
"new.row.981","49740",2005,675406
"new.row.982","49740",2006,690899
"new.row.983","49740",2007,777229
"new.row.984","49740",2008,831783
"new.row.985","49740",2009,825102
"new.row.986","49740",2010,787699
"new.row.987","49740",2011,823402
"new.row.988","49740",2012,864434
"new.row.989","49740",2013,890351
"new.row.990","22220",1969,56878
"new.row.991","22220",1970,68419
"new.row.992","22220",1971,78029
"new.row.993","22220",1972,87563
"new.row.994","22220",1973,105718
"new.row.995","22220",1974,129992
"new.row.996","22220",1975,152467
"new.row.997","22220",1976,169206
"new.row.998","22220",1977,196475
"new.row.999","22220",1978,230218
"new.row.1000","22220",1979,269367
"new.row.1001","22220",1980,336738
"new.row.1002","22220",1981,419136
"new.row.1003","22220",1982,478017
"new.row.1004","22220",1983,521169
"new.row.1005","22220",1984,573150
"new.row.1006","22220",1985,640147
"new.row.1007","22220",1986,679421
"new.row.1008","22220",1987,685131
"new.row.1009","22220",1988,755281
"new.row.1010","22220",1989,830684
"new.row.1011","22220",1990,879178
"new.row.1012","22220",1991,904313
"new.row.1013","22220",1992,969107
"new.row.1014","22220",1993,1055077
"new.row.1015","22220",1994,1113708
"new.row.1016","22220",1995,1213072
"new.row.1017","22220",1996,1338740
"new.row.1018","22220",1997,1416476
"new.row.1019","22220",1998,1467058
"new.row.1020","22220",1999,1464491
"new.row.1021","22220",2000,1570495
"new.row.1022","22220",2001,1550000
"new.row.1023","22220",2002,1568689
"new.row.1024","22220",2003,1637141
"new.row.1025","22220",2004,1841956
"new.row.1026","22220",2005,2146362
"new.row.1027","22220",2006,2577842
"new.row.1028","22220",2007,2944981
"new.row.1029","22220",2008,2902705
"new.row.1030","22220",2009,2595775
"new.row.1031","22220",2010,2572701
"new.row.1032","22220",2011,3143144
"new.row.1033","22220",2012,3731471
"new.row.1034","22220",2013,3722874
"new.row.1035","22900",1969,55522
"new.row.1036","22900",1970,64036
"new.row.1037","22900",1971,71489
"new.row.1038","22900",1972,77899
"new.row.1039","22900",1973,90550
"new.row.1040","22900",1974,108383
"new.row.1041","22900",1975,121683
"new.row.1042","22900",1976,132050
"new.row.1043","22900",1977,149875
"new.row.1044","22900",1978,176194
"new.row.1045","22900",1979,202425
"new.row.1046","22900",1980,251925
"new.row.1047","22900",1981,313647
"new.row.1048","22900",1982,362281
"new.row.1049","22900",1983,379519
"new.row.1050","22900",1984,426156
"new.row.1051","22900",1985,466804
"new.row.1052","22900",1986,477364
"new.row.1053","22900",1987,475390
"new.row.1054","22900",1988,511152
"new.row.1055","22900",1989,549019
"new.row.1056","22900",1990,571816
"new.row.1057","22900",1991,560940
"new.row.1058","22900",1992,583308
"new.row.1059","22900",1993,591416
"new.row.1060","22900",1994,639733
"new.row.1061","22900",1995,697340
"new.row.1062","22900",1996,745191
"new.row.1063","22900",1997,795403
"new.row.1064","22900",1998,856802
"new.row.1065","22900",1999,844845
"new.row.1066","22900",2000,916222
"new.row.1067","22900",2001,954253
"new.row.1068","22900",2002,930107
"new.row.1069","22900",2003,938208
"new.row.1070","22900",2004,973017
"new.row.1071","22900",2005,1043079
"new.row.1072","22900",2006,1186643
"new.row.1073","22900",2007,1407955
"new.row.1074","22900",2008,1651296
"new.row.1075","22900",2009,1552398
"new.row.1076","22900",2010,1405441
"new.row.1077","22900",2011,1832103
"new.row.1078","22900",2012,2107145
"new.row.1079","22900",2013,2100849
"new.row.1080","26300",1969,32295
"new.row.1081","26300",1970,38076
"new.row.1082","26300",1971,42893
"new.row.1083","26300",1972,47451
"new.row.1084","26300",1973,54445
"new.row.1085","26300",1974,64425
"new.row.1086","26300",1975,73055
"new.row.1087","26300",1976,81464
"new.row.1088","26300",1977,94279
"new.row.1089","26300",1978,109681
"new.row.1090","26300",1979,126428
"new.row.1091","26300",1980,158373
"new.row.1092","26300",1981,199870
"new.row.1093","26300",1982,226516
"new.row.1094","26300",1983,229371
"new.row.1095","26300",1984,258213
"new.row.1096","26300",1985,287972
"new.row.1097","26300",1986,302140
"new.row.1098","26300",1987,303560
"new.row.1099","26300",1988,320667
"new.row.1100","26300",1989,378755
"new.row.1101","26300",1990,397927
"new.row.1102","26300",1991,400261
"new.row.1103","26300",1992,430980
"new.row.1104","26300",1993,470578
"new.row.1105","26300",1994,497392
"new.row.1106","26300",1995,519188
"new.row.1107","26300",1996,562214
"new.row.1108","26300",1997,607726
"new.row.1109","26300",1998,637910
"new.row.1110","26300",1999,625362
"new.row.1111","26300",2000,658264
"new.row.1112","26300",2001,635740
"new.row.1113","26300",2002,604586
"new.row.1114","26300",2003,609877
"new.row.1115","26300",2004,653274
"new.row.1116","26300",2005,749958
"new.row.1117","26300",2006,854770
"new.row.1118","26300",2007,957279
"new.row.1119","26300",2008,925401
"new.row.1120","26300",2009,825281
"new.row.1121","26300",2010,808631
"new.row.1122","26300",2011,943690
"new.row.1123","26300",2012,1139377
"new.row.1124","26300",2013,1130589
"new.row.1125","27860",1969,22318
"new.row.1126","27860",1970,25344
"new.row.1127","27860",1971,28481
"new.row.1128","27860",1972,31514
"new.row.1129","27860",1973,36962
"new.row.1130","27860",1974,45377
"new.row.1131","27860",1975,55138
"new.row.1132","27860",1976,58855
"new.row.1133","27860",1977,65377
"new.row.1134","27860",1978,73319
"new.row.1135","27860",1979,83334
"new.row.1136","27860",1980,101005
"new.row.1137","27860",1981,125664
"new.row.1138","27860",1982,148141
"new.row.1139","27860",1983,151042
"new.row.1140","27860",1984,164863
"new.row.1141","27860",1985,182054
"new.row.1142","27860",1986,187664
"new.row.1143","27860",1987,181034
"new.row.1144","27860",1988,192330
"new.row.1145","27860",1989,214624
"new.row.1146","27860",1990,229904
"new.row.1147","27860",1991,227047
"new.row.1148","27860",1992,235546
"new.row.1149","27860",1993,246971
"new.row.1150","27860",1994,253770
"new.row.1151","27860",1995,285746
"new.row.1152","27860",1996,311948
"new.row.1153","27860",1997,328562
"new.row.1154","27860",1998,348191
"new.row.1155","27860",1999,351447
"new.row.1156","27860",2000,377578
"new.row.1157","27860",2001,398733
"new.row.1158","27860",2002,402451
"new.row.1159","27860",2003,409948
"new.row.1160","27860",2004,366087
"new.row.1161","27860",2005,413982
"new.row.1162","27860",2006,459038
"new.row.1163","27860",2007,543607
"new.row.1164","27860",2008,597105
"new.row.1165","27860",2009,572665
"new.row.1166","27860",2010,524823
"new.row.1167","27860",2011,650135
"new.row.1168","27860",2012,781278
"new.row.1169","27860",2013,782256
"new.row.1170","30780",1969,178500
"new.row.1171","30780",1970,210407
"new.row.1172","30780",1971,236352
"new.row.1173","30780",1972,258835
"new.row.1174","30780",1973,290565
"new.row.1175","30780",1974,340620
"new.row.1176","30780",1975,392939
"new.row.1177","30780",1976,420634
"new.row.1178","30780",1977,462397
"new.row.1179","30780",1978,532994
"new.row.1180","30780",1979,597738
"new.row.1181","30780",1980,720197
"new.row.1182","30780",1981,887197
"new.row.1183","30780",1982,1016395
"new.row.1184","30780",1983,1079163
"new.row.1185","30780",1984,1203940
"new.row.1186","30780",1985,1328933
"new.row.1187","30780",1986,1414727
"new.row.1188","30780",1987,1409918
"new.row.1189","30780",1988,1520466
"new.row.1190","30780",1989,1733171
"new.row.1191","30780",1990,1808332
"new.row.1192","30780",1991,1812119
"new.row.1193","30780",1992,1904033
"new.row.1194","30780",1993,1994436
"new.row.1195","30780",1994,2131615
"new.row.1196","30780",1995,2301397
"new.row.1197","30780",1996,2486950
"new.row.1198","30780",1997,2608392
"new.row.1199","30780",1998,2852535
"new.row.1200","30780",1999,2871506
"new.row.1201","30780",2000,3029135
"new.row.1202","30780",2001,3029444
"new.row.1203","30780",2002,3122611
"new.row.1204","30780",2003,3255889
"new.row.1205","30780",2004,3411603
"new.row.1206","30780",2005,3916444
"new.row.1207","30780",2006,4425789
"new.row.1208","30780",2007,4970614
"new.row.1209","30780",2008,5685248
"new.row.1210","30780",2009,4783913
"new.row.1211","30780",2010,4771513
"new.row.1212","30780",2011,5680518
"new.row.1213","30780",2012,6935019
"new.row.1214","30780",2013,6895945
"new.row.1215","32820",1969,359264
"new.row.1216","32820",1970,418386
"new.row.1217","32820",1971,463029
"new.row.1218","32820",1972,514223
"new.row.1219","32820",1973,570018
"new.row.1220","32820",1974,667659
"new.row.1221","32820",1975,733286
"new.row.1222","32820",1976,765208
"new.row.1223","32820",1977,828053
"new.row.1224","32820",1978,938392
"new.row.1225","32820",1979,1060522
"new.row.1226","32820",1980,1273103
"new.row.1227","32820",1981,1549521
"new.row.1228","32820",1982,1798353
"new.row.1229","32820",1983,1913300
"new.row.1230","32820",1984,2174744
"new.row.1231","32820",1985,2322153
"new.row.1232","32820",1986,2441332
"new.row.1233","32820",1987,2545189
"new.row.1234","32820",1988,2828363
"new.row.1235","32820",1989,3321671
"new.row.1236","32820",1990,3373154
"new.row.1237","32820",1991,3340279
"new.row.1238","32820",1992,3423477
"new.row.1239","32820",1993,3569536
"new.row.1240","32820",1994,3802298
"new.row.1241","32820",1995,4116852
"new.row.1242","32820",1996,4357978
"new.row.1243","32820",1997,4626442
"new.row.1244","32820",1998,4888216
"new.row.1245","32820",1999,4832858
"new.row.1246","32820",2000,5093939
"new.row.1247","32820",2001,5054693
"new.row.1248","32820",2002,4899808
"new.row.1249","32820",2003,5004933
"new.row.1250","32820",2004,5124067
"new.row.1251","32820",2005,5524902
"new.row.1252","32820",2006,6277306
"new.row.1253","32820",2007,6610102
"new.row.1254","32820",2008,6660848
"new.row.1255","32820",2009,5988179
"new.row.1256","32820",2010,6027134
"new.row.1257","32820",2011,6591002
"new.row.1258","32820",2012,7193976
"new.row.1259","32820",2013,7358903
"new.row.1260","38220",1969,31255
"new.row.1261","38220",1970,35675
"new.row.1262","38220",1971,39658
"new.row.1263","38220",1972,43247
"new.row.1264","38220",1973,49024
"new.row.1265","38220",1974,57880
"new.row.1266","38220",1975,64815
"new.row.1267","38220",1976,70464
"new.row.1268","38220",1977,79430
"new.row.1269","38220",1978,88123
"new.row.1270","38220",1979,97984
"new.row.1271","38220",1980,120480
"new.row.1272","38220",1981,148039
"new.row.1273","38220",1982,172452
"new.row.1274","38220",1983,180392
"new.row.1275","38220",1984,199696
"new.row.1276","38220",1985,215807
"new.row.1277","38220",1986,223811
"new.row.1278","38220",1987,219339
"new.row.1279","38220",1988,238459
"new.row.1280","38220",1989,267939
"new.row.1281","38220",1990,266551
"new.row.1282","38220",1991,259468
"new.row.1283","38220",1992,256514
"new.row.1284","38220",1993,287158
"new.row.1285","38220",1994,274958
"new.row.1286","38220",1995,292617
"new.row.1287","38220",1996,305157
"new.row.1288","38220",1997,303305
"new.row.1289","38220",1998,325941
"new.row.1290","38220",1999,313185
"new.row.1291","38220",2000,324793
"new.row.1292","38220",2001,329502
"new.row.1293","38220",2002,337751
"new.row.1294","38220",2003,326449
"new.row.1295","38220",2004,328927
"new.row.1296","38220",2005,343571
"new.row.1297","38220",2006,362741
"new.row.1298","38220",2007,407942
"new.row.1299","38220",2008,425932
"new.row.1300","38220",2009,416627
"new.row.1301","38220",2010,398002
"new.row.1302","38220",2011,448884
"new.row.1303","38220",2012,527347
"new.row.1304","38220",2013,527721
"new.row.1305","45500",1969,44947
"new.row.1306","45500",1970,50468
"new.row.1307","45500",1971,56115
"new.row.1308","45500",1972,61197
"new.row.1309","45500",1973,70641
"new.row.1310","45500",1974,83689
